,task_name,learning_rate,num_train_epochs,max_train_steps,output_dir,hidden_dropout,train_data_frac,use_pretrain_dropout_in_first_pass,use_modded,eval_accuracy
162,wnli,1e-05,10,20,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144036,0.5,0.1,True,False,0.4225352112676056
163,wnli,1e-05,10,200,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144156,0.5,1.0,False,True,0.4507042253521127
164,wnli,1e-05,20,400,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144305,0.5,1.0,False,True,0.4507042253521127
165,wnli,1e-05,10,200,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144540,0.5,1.0,False,False,0.4507042253521127
166,wnli,1e-05,5,100,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144511,0.5,1.0,False,False,0.4647887323943662
167,wnli,1e-05,20,400,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144623,0.5,1.0,False,False,0.4647887323943662
168,wnli,1e-05,5,50,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144738,0.5,0.5,False,True,0.43661971830985913
169,wnli,1e-05,10,100,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144805,0.5,0.5,False,True,0.4507042253521127
170,wnli,1e-05,20,200,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144848,0.5,0.5,False,True,0.43661971830985913
171,wnli,1e-05,10,100,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_145021,0.5,0.5,False,False,0.4225352112676056
172,wnli,1e-05,5,50,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_144959,0.5,0.5,False,False,0.4225352112676056
173,wnli,1e-05,20,200,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_145051,0.5,0.5,False,False,0.4225352112676056
174,wnli,1e-05,10,20,/content/drive/MyDrive/Masterarbeit/fantastic-umbrella/runs/run-20230614_145153,0.5,0.1,False,True,0.4225352112676056
