"Name","Runtime","Notes","Tags","catch_dropout","insert_dropout","learning_rate","max_train_steps","model_name_or_path","num_warmup_steps","training_size","use_modded","accuracy","epoch","eval_loss","train_loss"
"sweep_12a_03_modded/run_16","191","-","gen_12","0.02","0.15","0.00001","1800","bert-base-cased","360","1","","","8","0.5465512275695801","0.36009521484375"
"sweep_12a_01_modded/run_63","424","-","gen_12","0.02","0.15","0.000005","6700","bert-base-cased","1340","1","","","26","1.0860579995548023","0.2929421609907008"
"sweep_12a_03_modded/run_13","237","-","gen_12","0.02","0.15","0.000005","1800","bert-base-cased","360","1","","","10","0.6238721609115601","0.5058348337809245"
"sweep_12a_03_modded/run_14","1063","-","gen_12","0","0.15","0.00001","4500","bert-base-cased","900","1","","","49","0.5172088940938314","0.32016434139675565"
"sweep_12a_03_modded/run_06","271","-","gen_12","0.02","0.1","0.000005","1800","bert-base-cased","360","1","","","12","0.6729451020558676","0.36118206448025175"
"sweep_12a_01_modded/run_18","141","-","gen_12","0","0.1","0.00001","6700","bert-base-cased","1340","1","","","8","0.7972239326028263","0.12123486533093808"
"sweep_12a_01_modded/run_57","176","-","gen_12","0","0.15","0.000005","2680","bert-base-cased","536","1","","","10","0.7514033037073472","0.3674869252674615"
"sweep_12a_01_modded/run_39","360","-","gen_12","0.02","0.1","0.000005","6700","bert-base-cased","1340","1","","","22","1.081667283002068","0.08884950182331142"
"sweep_12a_01_modded/run_14","175","-","gen_12","0.02","0.15","0.00001","6700","bert-base-cased","1340","1","","","10","0.866756887996898","0.19863114428164355"
"sweep_12a_01_modded/run_25","282","-","gen_12","0","0.15","0.000005","2680","bert-base-cased","536","1","","","17","1.0659371544333065","0.297339539029705"
"sweep_12a_03_modded/run_09","280","-","gen_12","0.02","0.1","0.000005","4500","bert-base-cased","900","1","","","12","0.605616013209025","0.32366180419921875"
"sweep_12a_01_modded/run_54","194","-","gen_12","0.02","0.1","0.00001","6700","bert-base-cased","1340","1","","","11","0.8694979723762063","0.15247567020245453"
"sweep_12a_03_modded/run_09","300","-","gen_12","0","0.15","0.00001","1800","bert-base-cased","360","1","","","13","0.6310059626897176","0.49214354621039497"
"sweep_12a_03_modded/run_16","277","-","gen_12","0.02","0.15","0.00001","4500","bert-base-cased","900","1","","","12","0.5720846255620321","0.39166412353515623"
"sweep_12a_01_modded/run_56","239","-","gen_12","0","0.15","0.00001","2680","bert-base-cased","536","1","","","14","1.0787756302777458","0.19385279470415256"
"sweep_12a_03_modded/run_04","601","-","gen_12","0","0.1","0.00001","4500","bert-base-cased","900","1","","","28","0.5179645220438639","0.21730946434868703"
"sweep_12a_03_modded/run_13","275","-","gen_12","0","0.15","0.000005","4500","bert-base-cased","900","1","","","12","0.6062371333440145","0.742494879828559"
"sweep_12a_03_modded/run_08","777","-","gen_12","0.02","0.1","0.00001","4500","bert-base-cased","900","1","","","36","0.5147951443990072","0.14536873499552408"
"sweep_12a_03_modded/run_15","235","-","gen_12","0","0.15","0.000005","4500","bert-base-cased","900","1","","","10","0.6019275983174642","0.579669189453125"
"sweep_12a_01_modded/run_43","253","-","gen_12","0","0.15","0.000005","6700","bert-base-cased","1340","1","","","15","0.8302142760332893","0.2505640912411818"
"sweep_12a_03_modded/run_12","276","-","gen_12","0","0.15","0.00001","4500","bert-base-cased","900","1","","","12","0.5841797192891439","0.4907782660590278"
