"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","early_stopping_patience","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","insert_dropout","learning_rate","lr_scheduler_type","max_length","max_train_steps","model_name_or_path","no_checkpointing","num_train_epochs","num_warmup_steps","original_gradient_fraction","output_dir","pad_to_max_length","param_config_id","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","seed","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_grad_diff_all_classes","avg_grad_diff_per_class","avg_train_p0","avg_train_p_max","avg_train_p_var","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","epoch","eval_loss","eval_loss.min","eval_loss_mm","eval_p_max","eval_p_max_mm","eval_p_var","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","test_accuracy","test_accuracy_best_accuracy","test_accuracy_best_eval_loss","test_accuracy_best_f1","test_f1_best_accuracy","test_f1_best_eval_loss","test_f1_best_f1","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","vector_norms"
"22_S5_ID_43_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:33:14.000Z","298","","2wgmgbed","","","2024-01-11T02:38:12.000Z","2024-01-11T02:38:12.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","3","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_43","false","pcid_1785","64","32","","all","22_sweeps","2","","sst2","","1024","","","0.1","0.01","true","0.89990234375","","","","","","","","","","0.9052734375","12","416","0.29628416895866394","3","128","","","","","","","","","","","","","17","0.46105554699897766","","","0.9828677773475648","","0.4743506908416748","","","","","","","0.8994140625","","","","","","","","","","","0.004736622795462608","0.996437132358551",""
"22_S5_ID_42_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:28:58.000Z","235","","upx8llxx","","","2024-01-11T02:32:53.000Z","2024-01-11T02:32:53.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","3","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_42","false","pcid_1785","64","32","","all","22_sweeps","1","","sst2","","1024","","","0.1","0.01","true","0.888671875","","","","","","","","","","0.896484375","8","288","0.31621429324150085","7","256","","","","","","","","","","","","","13","0.5466912388801575","","","0.9795795679092408","","0.4684233069419861","","","","","","","0.89208984375","","","","","","","","","","","0.02204658091068268","0.9928996562957764",""
"22_S5_ID_41_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:23:31.000Z","306","","xo02nmqt","","","2024-01-11T02:28:37.000Z","2024-01-11T02:28:37.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","2","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_41","false","pcid_1784","64","32","","all","22_sweeps","3","","sst2","","1024","","","0.1","0.01","true","0.89990234375","","","","","","","","","","0.9169921875","12","416","0.2669893205165863","3","128","","","","","","","","","","","","","17","0.5172432661056519","","","0.9837612509727478","","0.4758910834789276","","","","","","","0.89990234375","","","","","","","","","","","0.0021514466498047113","0.9978829026222228",""
"22_S5_ID_40_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:18:21.000Z","289","","rjiicrtn","","","2024-01-11T02:23:10.000Z","2024-01-11T02:23:10.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","2","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_40","false","pcid_1784","64","32","","all","22_sweeps","2","","sst2","","1024","","","0.1","0.01","true","0.90576171875","","","","","","","","","","0.91015625","11","384","0.28069743514060974","3","128","","","","","","","","","","","","","16","0.5006242394447327","","","0.986780047416687","","0.48064687848091125","","","","","","","0.90185546875","","","","","","","","","","","0.003888844279572368","0.99802565574646",""
"22_S5_ID_39_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:11:44.000Z","375","","rmc18v36","","","2024-01-11T02:17:59.000Z","2024-01-11T02:17:59.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","2","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_39","false","pcid_1784","64","32","","all","22_sweeps","1","","sst2","","1024","","","0.1","0.01","true","0.9033203125","","","","","","","","","","0.90771484375","17","576","0.2763292193412781","3","128","","","","","","","","","","","","","22","0.5237082242965698","","","0.9860634207725524","","0.47964638471603394","","","","","","","0.8974609375","","","","","","","","","","","0.00927260797470808","0.9983727335929872",""
"22_S5_ID_38_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:08:27.000Z","177","","abm2dvc8","","","2024-01-11T02:11:24.000Z","2024-01-11T02:11:24.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","1","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_38","false","pcid_1783","64","32","","all","22_sweeps","3","","sst2","","1024","","","0.1","0.01","true","0.90283203125","","","","","","","","","","0.90380859375","4","160","0.28057384490966797","3","128","","","","","","","","","","","","","9","0.4735751748085022","","","0.9820488691329956","","0.4734614491462707","","","","","","","0.896484375","","","","","","","","","","","0.01365565788000822","0.9950637817382812",""
"22_S5_ID_37_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T02:01:12.000Z","413","","n7uqd7oe","","","2024-01-11T02:08:05.000Z","2024-01-11T02:08:05.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","1","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_37","false","pcid_1783","64","32","","all","22_sweeps","2","","sst2","","1024","","","0.1","0.01","true","0.90771484375","","","","","","","","","","0.90966796875","19","640","0.26773449778556824","2","96","","","","","","","","","","","","","24","0.5084154605865479","","","0.9855714440345764","","0.4792391061782837","","","","","","","0.9072265625","","","","","","","","","","","0.0004560267261695117","0.9995479583740234",""
"22_S5_ID_36_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T01:53:52.000Z","419","","v5m86ijg","","","2024-01-11T02:00:51.000Z","2024-01-11T02:00:51.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","1","0","5","32","","false","0.12","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_36","false","pcid_1783","64","32","","all","22_sweeps","1","","sst2","","1024","","","0.1","0.01","true","0.9072265625","","","","","","","","","","0.90869140625","20","672","0.28356966376304626","2","96","","","","","","","","","","","","","24","0.5101349949836731","","","0.991110384464264","","0.48625892400741577","","","","","","","0.90576171875","","","","","","","","","","","0.0004817787848878652","0.9995198249816896",""
"22_S5_ID_35_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T01:48:48.000Z","284","","0m2bu76d","","","2024-01-11T01:53:32.000Z","2024-01-11T01:53:32.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","3","0","5","32","","false","0.16","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_35","false","pcid_1782","64","32","","all","22_sweeps","3","","qqp","","1024","","","0.1","0.01","true","0.7724609375","","","","","","","","","","0.7802734375","5","192","0.469082236289978","2","96","0.740484429065744","5","192","","","","","","","","","","10","0.8947857022285461","","","0.9426261186599731","","0.41580361127853394","","0.6522388059701494","","","","","0.77294921875","","","0.7263095938787523","","","","","","","","0.03550587594509125","0.9910653233528136",""
"22_S5_ID_34_VAN","finished","-","ricu","SWP5, vanilla","2024-01-11T01:41:55.000Z","360","","5m6usa3o","","","2024-01-11T01:47:55.000Z","2024-01-11T01:47:55.000Z","drax","","","","2","NVIDIA A40","0.9","0.999","","3","0","5","32","","false","0.16","0.00003","linear","128","800","bert-large-uncased","false","25","80","","/home/lange/fantastic-umbrella/runs/22_sweeps_05_vanilla/run_34","false","pcid_1782","64","32","","all","22_sweeps","2","","qqp","","1024","","","0.1","0.01","true","0.77783203125","","","","","","","","","","0.796875","8","288","0.5000325441360474","4","160","0.7507436049970255","7","256","","","","","","","","","","13","0.9635809063911438","","","0.9737987518310548","","0.4592758715152741","","0.7407407407407407","","","","","0.78564453125","","","0.7321537522879805","","","","","","","","0.01279983390122652","0.9927600622177124",""
