"Name","Runtime","Notes","Tags","ID","State","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","catch_dropout","early_stopping_patience","insert_dropout","learning_rate","max_train_steps","num_train_epochs","num_warmup_steps","output_dir","dataset_seed","beta1","beta2","early_stopping_min_delta","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","lr_scheduler_type","max_length","model_name_or_path","original_gradient_fraction","pad_to_max_length","param_config_id","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","seed","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","avg_grad_diff_all_classes","avg_grad_diff_per_class","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","epoch","eval_loss","eval_p_max","eval_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_train_p0","avg_train_p_max","avg_train_p_var","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","eval_loss.min","eval_loss_mm","eval_p_max_mm","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","train_loss","train_p_max","train_p_var"
"18_SWP4_ID_018_MOD","179","-","NEW_GRAD_OUTPUT, SWP4, modded","syujwiar","running","ricu","","","2023-12-31T13:48:58.000Z","2023-12-31T13:51:57.000Z","2023-12-31T13:51:57.000Z","","drax","","","","2","NVIDIA A40","0","25","0.08","0.00004","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_018","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0752","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6767343950210507","0.013046366162598131","[0.013046365231275558,0.013046367093920708]","0.6855207761303314","19","40","0.6245517134666443","17","36","27","0.7188558578491211","0.834510862827301","0.2528143525123596","0.09427439421415328","0.9119683504104614","0.09393522143363953","0.9124635457992554","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_017_MOD","1375","-","NEW_GRAD_OUTPUT, SWP4, modded","bn636gvj","finished","ricu","","","2023-12-31T13:25:40.000Z","2023-12-31T13:48:35.000Z","2023-12-31T13:48:35.000Z","","drax","","","","2","NVIDIA A40","0","25","0.08","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_017","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0751","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.6177924217462932","0.00005453658013720997","[0.000054532305512111634,0.0000545408547623083]","0.6190737689913967","193","388","0.7101287841796875","11","24","243","2.00142765045166","0.9550513029098512","0.43350812792778015","0.00010547116107773036","0.9998944997787476","0.00015988064114935696","0.9998401403427124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_016_MOD","1177","-","NEW_GRAD_OUTPUT, SWP4, modded","2in7z4cu","finished","ricu","","","2023-12-31T13:05:42.000Z","2023-12-31T13:25:19.000Z","2023-12-31T13:25:19.000Z","","drax","","","","2","NVIDIA A40","0","25","0.08","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_016","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0751","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.7003477942522424","0.0000757344241719693","[0.00007573818584205583,0.00007573066977784038]","0.7012630422844591","159","320","0.6280093193054199","15","32","209","1.6413853168487549","0.9721657633781432","0.4580166041851044","0.0002300860360264778","0.999769926071167","0.00030251985299400985","0.9996975064277648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_015_MOD","386","-","NEW_GRAD_OUTPUT, SWP4, modded","loidpn5a","finished","ricu","","","2023-12-31T12:58:53.000Z","2023-12-31T13:05:19.000Z","2023-12-31T13:05:19.000Z","","drax","","","","2","NVIDIA A40","0","25","0.08","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_015","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0751","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6809445359692476","0.00027902863803319633","[0.00027903448790311813,0.0002790227881632745]","0.6869851729818781","17","36","0.6238991618156433","13","28","67","1.6160537004470823","0.9722998142242432","0.45729029178619385","0.0010318930726498363","0.9989686012268066","0.0012682725209742785","0.998732566833496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_014_MOD","608","-","NEW_GRAD_OUTPUT, SWP4, modded","b0teqmrv","finished","ricu","","","2023-12-31T12:48:23.000Z","2023-12-31T12:58:31.000Z","2023-12-31T12:58:31.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.000008","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_014","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0750","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.5420098846787479","0.008257169276475906","[0.008257165551185608,0.008257171139121056]","0.5617792421746294","57","116","0.7420119643211365","25","52","107","0.9380564093589784","0.7898889780044556","0.1992923766374588","0.053034283220767975","0.9491947293281556","0.05632903799414635","0.9460975527763368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_013_MOD","632","-","NEW_GRAD_OUTPUT, SWP4, modded","c02warvs","finished","ricu","","","2023-12-31T12:37:28.000Z","2023-12-31T12:48:00.000Z","2023-12-31T12:48:00.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.000008","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_013","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0750","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.6899139666849716","0.001691954443231225","[0.0016919485060498118,0.00169196049682796]","0.6950393556653853","61","124","0.6209812164306641","33","68","111","0.8226594924926758","0.8902999758720398","0.33413422107696533","0.011001929640769958","0.9890636205673218","0.012171602807939053","0.9879083633422852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_012_MOD","465","-","NEW_GRAD_OUTPUT, SWP4, modded","55spswfb","finished","ricu","","","2023-12-31T12:29:22.000Z","2023-12-31T12:37:07.000Z","2023-12-31T12:37:07.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.000008","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_012","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0750","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6772835438403807","0.0033151786774396896","[0.0033151768147945404,0.003315180540084839]","0.6818597840014644","31","64","0.6288180947303772","21","44","81","0.868911623954773","0.89858078956604","0.33878251910209656","0.028322679921984673","0.9720996022224426","0.03060388565063477","0.9698988795280457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_011_MOD","535","-","NEW_GRAD_OUTPUT, SWP4, modded","krxarhed","finished","ricu","","","2023-12-31T12:20:05.000Z","2023-12-31T12:29:00.000Z","2023-12-31T12:29:00.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00001","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_011","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0749","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.5445725791689547","0.006630329415202141","[0.006630333140492439,0.006630325689911842]","0.5588504484715358","43","88","0.7378121018409729","23","48","93","0.947050154209137","0.7962879538536072","0.2069348245859146","0.050291527062654495","0.9517495036125184","0.05369546264410019","0.9485989809036256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_010_MOD","580","-","NEW_GRAD_OUTPUT, SWP4, modded","4xpg8d5i","finished","ricu","","","2023-12-31T12:10:03.000Z","2023-12-31T12:19:43.000Z","2023-12-31T12:19:43.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00001","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_010","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0749","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.6924766611751785","0.001386884949170053","[0.0013868892565369606,0.0013868806418031454]","0.6935749588138386","53","108","0.6179533004760742","31","64","103","0.8516889810562134","0.8968121409416199","0.34467577934265137","0.00826418399810791","0.991772711277008","0.009423067793250084","0.9906262159347534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_009_MOD","451","-","NEW_GRAD_OUTPUT, SWP4, modded","xpgnr4yp","finished","ricu","","","2023-12-31T12:02:09.000Z","2023-12-31T12:09:40.000Z","2023-12-31T12:09:40.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00001","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_009","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0749","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6756360973823906","0.0023214840330183506","[0.0023214858956635,0.002321482170373202]","0.6831411312465678","27","56","0.6281973719596863","29","60","79","0.9249051809310912","0.9126005172729492","0.36111360788345337","0.01865413412451744","0.9815263152122498","0.01995374821126461","0.980254590511322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_008_MOD","540","-","NEW_GRAD_OUTPUT, SWP4, modded","98f97m7j","finished","ricu","","","2023-12-31T11:52:48.000Z","2023-12-31T12:01:48.000Z","2023-12-31T12:01:48.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00002","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_008","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0748","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.556836902800659","0.0014425666304305196","[0.0014425661647692325,0.0014425672125071287]","0.5751418634449936","45","92","0.7319619059562683","17","36","95","1.281392216682434","0.8889074921607971","0.3356241285800934","0.00584492739289999","0.9941771030426024","0.006888271309435368","0.993143916130066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_007_MOD","1017","-","NEW_GRAD_OUTPUT, SWP4, modded","hn2e8e1f","finished","ricu","","","2023-12-31T11:35:29.000Z","2023-12-31T11:52:26.000Z","2023-12-31T11:52:26.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00002","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_007","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0748","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.704374885593996","0.00022710286430083215","[0.0002271011471748352,0.00022710456687491387]","0.7060223320519861","133","268","0.6239792704582214","21","44","183","1.147408127784729","0.942725419998169","0.4154082834720611","0.0011204172624275088","0.9988802671432496","0.001314766239374876","0.9986861944198608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_006_MOD","406","-","NEW_GRAD_OUTPUT, SWP4, modded","upt2d2j2","finished","ricu","","","2023-12-31T11:28:21.000Z","2023-12-31T11:35:07.000Z","2023-12-31T11:35:07.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00002","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_006","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0748","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6758191469888339","0.0009292095201089978","[0.0009292049217037855,0.0009292141767218708]","0.6813106351821343","21","44","0.6297361254692078","13","28","71","1.1359466314315796","0.9384045004844666","0.40481096506118774","0.0059667350724339485","0.99405175447464","0.006594470702111721","0.993428349494934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_005_MOD","460","-","NEW_GRAD_OUTPUT, SWP4, modded","g233imj6","finished","ricu","","","2023-12-31T11:20:18.000Z","2023-12-31T11:27:58.000Z","2023-12-31T11:27:58.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00004","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_005","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0747","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.5820977484898407","0.00030513660749420524","[0.00030513250385411084,0.0003051407402381301]","0.5912502288120081","31","64","0.7205039858818054","13","28","81","1.4621661901474","0.9123228788375854","0.37209999561309814","0.0015296255005523562","0.998471736907959","0.0017769660335034132","0.9982250332832336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_004_MOD","481","-","NEW_GRAD_OUTPUT, SWP4, modded","keok7z7b","finished","ricu","","","2023-12-31T11:11:54.000Z","2023-12-31T11:19:55.000Z","2023-12-31T11:19:55.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00004","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_004","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0747","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.6987003477942523","0.00025355315301567316","[0.0002535516396164894,0.00025355469551868737]","0.7027274391360059","35","72","0.62152099609375","15","32","85","1.0734384059906006","0.9315675497055054","0.39818692207336426","0.001518242759630084","0.9984830617904664","0.0016953919548541307","0.9983063340187072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_003_MOD","1003","-","NEW_GRAD_OUTPUT, SWP4, modded","b4ubo4jw","finished","ricu","","","2023-12-31T10:54:48.000Z","2023-12-31T11:11:31.000Z","2023-12-31T11:11:31.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00004","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_003","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0747","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6827750320336812","0.00007198288949439302","[0.00007198055391199887,0.00007198522507678717]","0.6840563792787846","131","264","0.6298081278800964","9","20","181","1.69328773021698","0.9679638147354126","0.4523310661315918","0.0004507456615101546","0.999549388885498","0.0005022882833145559","0.999497890472412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_002_MOD","1700","-","NEW_GRAD_OUTPUT, SWP4, modded","k1ubrg5a","finished","ricu","","","2023-12-31T10:26:07.000Z","2023-12-31T10:54:27.000Z","2023-12-31T10:54:27.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_002","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0746","128","32","false","all","18_sweeps","3","","qnli","","64","","false","0.1","0.01","true","0.5866739886509243","0.000018592185369925573","[0.000018595346773508936,0.00001858902396634221]","0.5883214351089145","261","524","0.7150094509124756","11","24","311","2.1332497596740723","0.9501595497131348","0.42680975794792175","0.00008752365101827309","0.999912440776825","0.00010581000242382288","0.9998941421508788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_001_MOD","391","-","NEW_GRAD_OUTPUT, SWP4, modded","1qfufv57","finished","ricu","","","2023-12-31T10:19:14.000Z","2023-12-31T10:25:45.000Z","2023-12-31T10:25:45.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_001","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0746","128","32","false","all","18_sweeps","2","","qnli","","64","","false","0.1","0.01","true","0.6785648910854841","0.00014890125021338463","[0.00014890234160702676,0.00014890014426782727]","0.6924766611751785","19","40","0.6247084140777588","13","28","69","1.261484980583191","0.9393078088760376","0.41029152274131775","0.0010300755966454744","0.9989705085754396","0.0011283941566944122","0.9988722801208496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP4_ID_000_MOD","393","-","NEW_GRAD_OUTPUT, SWP4, modded","6frfi7ie","finished","ricu","","","2023-12-31T10:12:17.000Z","2023-12-31T10:18:50.000Z","2023-12-31T10:18:50.000Z","","drax","","","","2","NVIDIA A40","0","25","0.04","0.00006","800","400","80","/home/lange/fantastic-umbrella/runs/18_sweeps_04_modded/run_000","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_0746","128","32","false","all","18_sweeps","1","","qnli","","64","","false","0.1","0.01","true","0.6831411312465678","0.00014461131650023162","[0.0001446160313207656,0.00014460660167969763]","0.6847885777045579","21","44","0.6276395320892334","7","16","71","1.5608702898025513","0.9666279554367064","0.44961774349212646","0.0008613684913143516","0.9991390705108644","0.0009671152802184224","0.9990333914756776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18_SWP8_ID_269_MOD","389","-","NEW_GRAD_INPUT, SWP8, modded","5okgfovc","finished","ricu","","","2023-12-30T12:37:23.000Z","2023-12-30T12:43:52.000Z","2023-12-30T12:43:52.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_269","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1105","128","32","false","all","18_sweeps","3","","mrpc","","64","","false","0.1","0.01","true","0.6774675972083749","0.0035901516675949097","{""_type"":""histogram"",""bins"":[0.000004994350092601962,0.0004483103402890265,0.0008916263468563557,0.001334942295216024,0.0017782582435756922,0.0022215743083506823,0.0026648903731256723,0.0031082062050700188,0.003551522269845009,0.003994838334619999,0.004438154399394989,0.004881469998508692,0.005324786063283682,0.005768102128058672,0.006211418192833662,0.006654734257608652,0.007098050322383642,0.007541365921497345,0.007984681986272335,0.008427998051047325,0.008871314115822315,0.009314630180597305,0.009757946245372295,0.010201262310147285,0.010644578374922276,0.011087894439697266,0.011531209573149681,0.011974525637924671,0.012417841702699661,0.012861157767474651,0.013304473832249641,0.013747789897024632,0.014191105961799622],""values"":[63,62,43,60,65,59,46,41,42,33,39,27,31,27,25,18,15,13,12,6,8,11,8,2,5,1,0,3,1,0,0,2]}","0.6794616151545364","45","92","0.6176517605781555","37","76","95","0.7555265426635742","0.8799842596054077","0.2906178832054138","0.24127072095870972","0.8588886857032776","0.14729490876197815","0.8797696828842163","","","","","","","","0.8079450418160097","45","92","","","","","","","","","","","","","","0.8072109654350417","","","","","",""
"18_SWP8_ID_268_MOD","366","-","NEW_GRAD_INPUT, SWP8, modded","ux982sk2","finished","ricu","","","2023-12-30T12:31:04.000Z","2023-12-30T12:37:10.000Z","2023-12-30T12:37:10.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_268","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1105","128","32","false","all","18_sweeps","2","","mrpc","","64","","false","0.1","0.01","true","0.6635094715852443","0.00037473675911314785","{""bins"":[0.000001210088839798118,0.00004947114211972803,0.00009773219790076837,0.0001459932536818087,0.00019425430218689144,0.00024251535069197416,0.0002907763991970569,0.00033903747680597007,0.0003872985253110528,0.0004355595738161355,0.00048382062232121825,0.0005320816999301314,0.0005803427193313837,0.0006286037969402969,0.0006768648163415492,0.0007251258939504623,0.0007733869715593755,0.0008216479909606278,0.000869909068569541,0.0009181700879707932,0.0009664311655797064,0.0010146922431886196,0.0010629532625898719,0.0011112142819911242,0.0011594754178076982,0.0012077364372089505,0.0012559974566102028,0.0013042585924267769,0.0013525196118280292,0.0014007806312292814,0.0014490416506305337,0.0014973027864471078,0.00154556380584836],""values"":[73,56,59,57,43,51,54,60,49,31,34,35,30,22,28,20,14,7,11,5,5,8,5,2,0,5,1,0,0,0,2,1],""_type"":""histogram""}","0.6769690927218345","39","80","0.6321226954460144","21","44","89","1.144446611404419","0.944130003452301","0.4095167815685272","0.02913190983235836","0.971466064453125","0.030766338109970093","0.9698638916015624","","","","","","","","0.8064276149382532","35","72","","","","","","","","","","","","","","0.7927540681608842","","","","","",""
"18_SWP8_ID_267_MOD","353","-","NEW_GRAD_INPUT, SWP8, modded","gl39xb9n","finished","ricu","","","2023-12-30T12:24:58.000Z","2023-12-30T12:30:51.000Z","2023-12-30T12:30:51.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_267","2","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1105","128","32","false","all","18_sweeps","1","","mrpc","","64","","false","0.1","0.01","true","0.6734795613160518","0.001958806766197086","{""values"":[71,58,52,55,66,56,52,59,38,42,31,30,32,19,24,16,16,12,9,3,10,5,2,4,1,1,0,2,0,1,0,1],""_type"":""histogram"",""bins"":[6.720718488395505e-7,0.0002608750364743173,0.0005210779490880668,0.0007812809199094772,0.0010414838325232267,0.001301686861552298,0.0015618897741660476,0.001822092686779797,0.0020822957158088684,0.002342498628422618,0.0026027015410363674,0.002862904453650117,0.00312310759909451,0.0033833105117082596,0.003643513424322009,0.0039037163369357586,0.004163919482380152,0.004424122162163258,0.004684325307607651,0.004944527987390757,0.00520473113283515,0.005464934278279543,0.005725136958062649,0.005985340103507042,0.006245542783290148,0.006505745928734541,0.006765948608517647,0.00702615175396204,0.007286354899406433,0.007546557579189539,0.007806760724633932,0.008066963404417038,0.008327166549861431]}","0.6757228315054835","33","68","0.6317274570465088","37","76","87","0.7982895374298096","0.8604545593261719","0.28960365056991577","0.11666505038738252","0.8956201672554016","0.1659850925207138","0.8631349802017212","","","","","","","","0.8063699955350497","33","68","","","","","","","","","","","","","","0.7983995075407818","","","","","",""
"18_SWP8_ID_266_MOD","373","-","NEW_GRAD_INPUT, SWP8, modded","bijwvgbd","finished","ricu","","","2023-12-30T12:18:32.000Z","2023-12-30T12:24:45.000Z","2023-12-30T12:24:45.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_266","1","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1104","128","32","false","all","18_sweeps","3","","mrpc","","64","","false","0.1","0.01","true","0.6774675972083749","0.002152430359274149","{""bins"":[0.000007632404958712868,0.00027569016674533486,0.0005437479121610522,0.0008118057157844305,0.0010798635194078088,0.0013479212066158652,0.0016159790102392435,0.0018840368138626218,0.002152094617486,0.0024201523046940565,0.002688209991902113,0.002956267911940813,0.0032243255991488695,0.003492383286356926,0.003760441206395626,0.004028499126434326,0.004296556580811739,0.004564614500850439,0.004832672420889139,0.005100729875266552,0.005368787795305252,0.005636845715343952,0.005904903169721365,0.006172961089760065,0.006441019009798765,0.006709076464176178,0.006977134384214878,0.007245192304253578,0.007513249758630991,0.007781307678669691,0.008049365133047104,0.008317423053085804,0.008585480973124504],""values"":[66,62,52,44,70,64,44,41,37,39,35,30,32,24,27,17,14,12,11,6,11,10,7,1,5,1,1,2,1,0,0,2],""_type"":""histogram""}","0.6804586241276172","43","88","0.617134690284729","33","68","93","0.7749363780021667","0.8850603699684143","0.2997702956199646","0.15906497836112976","0.8824840784072876","0.11211030185222626","0.8980432152748108","","","","","","","","0.8084279736999402","43","88","","","","","","","","","","","","","","0.8065191387559809","","","","","",""
"18_SWP8_ID_265_MOD","317","-","NEW_GRAD_INPUT, SWP8, modded","onzwnpeu","finished","ricu","","","2023-12-30T12:13:01.000Z","2023-12-30T12:18:18.000Z","2023-12-30T12:18:18.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_265","1","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1104","128","32","false","all","18_sweeps","2","","mrpc","","64","","false","0.1","0.01","true","0.6655034895314058","0.0004328176728449762","{""_type"":""histogram"",""bins"":[5.27397617133829e-7,0.000055940967286005616,0.00011135453678434715,0.00016676810628268868,0.0002221816685050726,0.00027759524527937174,0.0003330088220536709,0.00038842236972413957,0.0004438359464984387,0.0004992494941689074,0.0005546630709432065,0.0006100766477175057,0.0006654902244918048,0.000720903801266104,0.0007763173780404031,0.0008317308966070414,0.0008871444733813405,0.0009425580501556396,0.0009979716269299388,0.001053385203704238,0.001108798780478537,0.0011642123572528362,0.0012196259340271354,0.0012750395108014345,0.0013304530875757337,0.0013858666643500328,0.0014412801247090101,0.0014966937014833093,0.0015521072782576084,0.0016075208550319076,0.0016629344318062067,0.0017183480085805058,0.001773761585354805],""values"":[70,54,63,54,43,54,51,59,47,35,33,37,30,23,25,24,12,9,10,5,3,10,5,3,0,4,2,0,0,0,2,1]}","0.6754735792622134","29","60","0.6319335699081421","23","48","79","1.0775446891784668","0.9393346905708312","0.3956995606422424","0.0338851734995842","0.9668356776237488","0.02858627960085869","0.9719571471214294","","","","","","","","0.8063076465337697","27","56","","","","","","","","","","","","","","0.7975256487628244","","","","","",""
"18_SWP8_ID_264_MOD","347","-","NEW_GRAD_INPUT, SWP8, modded","d44m13u9","finished","ricu","","","2023-12-30T12:07:00.000Z","2023-12-30T12:12:47.000Z","2023-12-30T12:12:47.000Z","","drax","","","","2","NVIDIA A40","0","25","0.32","0.000008","400","200","40","/home/lange/fantastic-umbrella/runs/18_sweeps_08_modded/run_264","1","0.9","0.999","0","4","1","false","linear","128","bert-base-uncased","0","false","pcid_1104","128","32","false","all","18_sweeps","1","","mrpc","","64","","false","0.1","0.01","true","0.543369890329013","0.0018203412182629108","{""_type"":""histogram"",""bins"":[0.000002417134737697779,0.00024360427050851285,0.00048479140968993306,0.0007259785779751837,0.0009671656880527735,0.0012083528563380241,0.0014495400246232748,0.0016907270764932036,0.0019319142447784543,0.002173101529479027,0.002414288464933634,0.0026554756332188845,0.002896662801504135,0.003137849969789386,0.0033790371380746365,0.003620224306359887,0.003861411474645138,0.004102598410099745,0.004343785811215639,0.004584972746670246,0.0048261601477861404,0.0050673470832407475,0.005308534484356642,0.005549721419811249,0.005790908355265856,0.00603209575638175,0.006273282691836357,0.0065144700929522514,0.0067556570284068584,0.006996844429522753,0.00723803136497736,0.007479218766093254,0.007720405701547861],""values"":[72,59,47,58,64,61,49,61,38,40,32,29,30,22,22,17,17,12,8,3,9,6,2,4,1,1,0,2,0,1,0,1]}","0.6762213359920239","37","76","0.6334646344184875","33","68","87","0.755948543548584","0.6802673935890198","0.09627864509820938","0.17800480127334595","0.844163179397583","0.17050331830978394","0.8731582760810852","","","","","","","","0.8063076465337697","31","64","","","","","","","","","","","","","","0.6354954237962595","","","","","",""
