"Name","Runtime","Notes","State","Tags","ID","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","early_stopping_patience","evaluation_steps","learning_rate","max_train_steps","num_train_epochs","num_warmup_steps","output_dir","param_config_id","run_generation","seed","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","gradient_accumulation_steps","ignore_mismatched_sizes","insert_dropout","lr_scheduler_type","max_length","model_name_or_path","original_gradient_fraction","pad_to_max_length","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","avg_grad_diff_all_classes","avg_grad_diff_per_class","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","epoch","eval_loss","eval_p_max","eval_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_train_p0","avg_train_p_max","avg_train_p_var","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","eval_loss.min","eval_loss_mm","eval_p_max_mm","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","train_loss","train_p_max","train_p_var"
"16_S1_ID_034_VAN","562","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","wf4xs9s8","ricu","","","2024-01-03T08:35:51.000Z","2024-01-03T08:45:13.000Z","2024-01-03T08:45:13.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_034","pcid_1307","16_sweeps","2","0.9","0.999","","1","0","1","false","0.1","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7517847336628226","","","0.7548965769723595","49","400","0.5977598428726196","7","64","69","1.3324620723724363","0.9780651926994324","0.4668045341968536","","","0.0006046530324965715","0.9993955492973328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_033_VAN","230","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","5czqyqrb","ricu","","","2024-01-03T08:31:39.000Z","2024-01-03T08:35:29.000Z","2024-01-03T08:35:29.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_033","pcid_1307","16_sweeps","1","0.9","0.999","","1","0","1","false","0.1","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7215815485996705","","","0.747208493501739","7","64","0.5836694240570068","5","48","27","1.2827736139297483","0.9725472927093506","0.457074910402298","","","0.009439763613045216","0.994069278240204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_032_VAN","309","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","2zsayy0t","ricu","","","2024-01-03T08:26:07.000Z","2024-01-03T08:31:16.000Z","2024-01-03T08:31:16.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_032","pcid_1270","16_sweeps","3","0.9","0.999","","1","0","1","false","0.1","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7166392092257001","","","0.7331136738056013","17","144","0.6431614756584167","5","48","37","1.4774994850158691","0.9673593044281006","0.4517019391059875","","","0.0009874035604298117","0.9990193843841552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_031_VAN","264","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","6fgae3y8","ricu","","","2024-01-03T08:21:21.000Z","2024-01-03T08:25:45.000Z","2024-01-03T08:25:45.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_031","pcid_1270","16_sweeps","2","0.9","0.999","","1","0","1","false","0.1","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7029104887424492","","","0.7468423942888522","11","96","0.6173657774925232","3","32","31","1.7197998762130735","0.9810816049575806","0.4715898036956787","","","0.00163567706476897","0.998381733894348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_030_VAN","215","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","0q4ymw1r","ricu","","","2024-01-03T08:17:24.000Z","2024-01-03T08:20:59.000Z","2024-01-03T08:20:59.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_030","pcid_1270","16_sweeps","1","0.9","0.999","","1","0","1","false","0.1","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7327475745927147","","","0.7376899139666849","5","48","0.5618616342544556","5","48","25","1.4581700563430786","0.9820088148117064","0.4721875786781311","","","0.0009304090053774416","0.9990701079368592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_029_VAN","671","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","31d9inch","ricu","","","2024-01-03T08:05:50.000Z","2024-01-03T08:17:01.000Z","2024-01-03T08:17:01.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_029","pcid_1269","16_sweeps","3","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7151748123741534","","","0.7182866556836903","63","512","0.6608138084411621","13","112","83","1.1185176372528076","0.949054718017578","0.4233155846595764","","","0.006585216149687767","0.9934532046318054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_028_VAN","653","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","j8nikdu7","ricu","","","2024-01-03T07:54:36.000Z","2024-01-03T08:05:29.000Z","2024-01-03T08:05:29.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_028","pcid_1269","16_sweeps","2","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7481237415339557","","","0.7490389895661724","61","496","0.5549917817115784","13","112","81","1.0870479345321655","0.966762363910675","0.4487805962562561","","","0.004409710876643658","0.9956029057502748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_027_VAN","482","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","skvbfn0w","ricu","","","2024-01-03T07:46:13.000Z","2024-01-03T07:54:15.000Z","2024-01-03T07:54:15.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_027","pcid_1269","16_sweeps","1","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7420831045213253","","","0.742998352553542","39","320","0.5909228920936584","11","96","59","0.9871389865875244","0.962065041065216","0.43922775983810425","","","0.00876371469348669","0.9913967847824096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_026_VAN","389","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","h6t6bh2c","ricu","","","2024-01-03T07:39:22.000Z","2024-01-03T07:45:51.000Z","2024-01-03T07:45:51.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_026","pcid_1268","16_sweeps","3","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7177375068643602","","","0.718652754896577","27","224","0.6268365383148193","13","112","47","1.0152277946472168","0.941303849220276","0.4104100465774536","","","0.009546170011162758","0.9905362129211426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_025_VAN","544","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","2bdfmqlr","ricu","","","2024-01-03T07:29:57.000Z","2024-01-03T07:39:01.000Z","2024-01-03T07:39:01.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_025","pcid_1268","16_sweeps","2","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.751418634449936","","","0.7523338824821527","47","384","0.5614763498306274","11","96","67","1.0774911642074585","0.9668529629707336","0.4494163691997528","","","0.003812752198427915","0.9961962699890136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_024_VAN","578","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","43e8y74p","ricu","","","2024-01-03T07:19:57.000Z","2024-01-03T07:29:35.000Z","2024-01-03T07:29:35.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_024","pcid_1268","16_sweeps","1","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7404356580633351","","","0.7408017572762219","51","416","0.5830870866775513","11","96","71","1.1089198589324951","0.9693830609321594","0.4524601697921753","","","0.0039852093905210495","0.9960232973098756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_023_VAN","326","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","n402ch3x","ricu","","","2024-01-03T07:14:10.000Z","2024-01-03T07:19:36.000Z","2024-01-03T07:19:36.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_023","pcid_1267","16_sweeps","3","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7159070107999268","","","0.7311001281347245","19","160","0.6134320497512817","9","80","39","1.2877953052520752","0.9628984332084656","0.4438455998897553","","","0.00321672554127872","0.9968034029006958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_022_VAN","799","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","vyus3c7p","ricu","","","2024-01-03T07:00:30.000Z","2024-01-03T07:13:49.000Z","2024-01-03T07:13:49.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_022","pcid_1267","16_sweeps","2","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7475745927146257","","","0.7501372872048325","79","640","0.5737524628639221","9","80","99","1.369060754776001","0.9789018034934998","0.46822041273117065","","","0.0009858389385044577","0.9990147948265076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_021_VAN","264","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","55puvtci","ricu","","","2024-01-03T06:55:44.000Z","2024-01-03T07:00:08.000Z","2024-01-03T07:00:08.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_021","pcid_1267","16_sweeps","1","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7397034596375618","","","0.7417170053084385","11","96","0.5924551486968994","5","48","31","1.1165934801101685","0.97261381149292","0.45630502700805664","","","0.003901501186192036","0.99610698223114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_020_VAN","262","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","qfgetcsp","ricu","","","2024-01-03T06:51:01.000Z","2024-01-03T06:55:23.000Z","2024-01-03T06:55:23.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_020","pcid_1306","16_sweeps","3","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7029104887424492","","","0.7093172249679663","11","96","0.6353510618209839","7","64","31","1.5092878341674805","0.9671926498413086","0.451326459646225","","","0.0011298147728666663","0.9988741278648376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_019_VAN","247","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","wngjd3dy","ricu","","","2024-01-03T06:46:32.000Z","2024-01-03T06:50:39.000Z","2024-01-03T06:50:39.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_019","pcid_1306","16_sweeps","2","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7526999816950394","","","0.7554457257916896","9","80","0.6410112977027893","3","32","29","1.189327597618103","0.9744093418121338","0.4609675705432892","","","0.0016114566242322326","0.9983903169631958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_018_VAN","228","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","4xcufevz","ricu","","","2024-01-03T06:42:22.000Z","2024-01-03T06:46:10.000Z","2024-01-03T06:46:10.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_018","pcid_1306","16_sweeps","1","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7223137470254439","","","0.747208493501739","7","64","0.5773423314094543","5","48","27","1.457663893699646","0.9812830686569214","0.4705961346626282","","","0.0015268631977960467","0.9984745383262634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_017_VAN","294","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","md9g2mzh","ricu","","","2024-01-03T06:37:07.000Z","2024-01-03T06:42:01.000Z","2024-01-03T06:42:01.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_017","pcid_1265","16_sweeps","3","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.6857038257367747","","","0.6943071572396119","15","128","0.6428214311599731","5","48","35","1.5977717638015747","0.9627867341041564","0.4451089799404144","","","0.0012385251466184857","0.9987646341323853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_016_VAN","230","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","x2qbckxa","ricu","","","2024-01-03T06:32:56.000Z","2024-01-03T06:36:46.000Z","2024-01-03T06:36:46.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_016","pcid_1265","16_sweeps","2","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.741900054914882","","","0.7602050155592166","7","64","0.6112857460975647","3","32","27","1.3958207368850708","0.9791536331176758","0.4682818055152893","","","0.0009400565759278834","0.9990605115890504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_015_VAN","326","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","t181woae","ricu","","","2024-01-03T06:27:09.000Z","2024-01-03T06:32:35.000Z","2024-01-03T06:32:35.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_015","pcid_1265","16_sweeps","1","0.9","0.999","","1","0","1","false","0.08","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7475745927146257","","","0.748306791140399","19","160","0.5636362433433533","5","48","39","1.4135242700576782","0.9815008640289308","0.47189441323280334","","","0.0005799914360977709","0.999420166015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_014_VAN","716","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","nnz565jf","ricu","","","2024-01-03T06:14:51.000Z","2024-01-03T06:26:47.000Z","2024-01-03T06:26:47.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_014","pcid_1264","16_sweeps","3","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7021782903166758","","","0.7095002745744097","69","560","0.6748422980308533","13","112","89","1.2139153480529783","0.9490013122558594","0.4239083230495453","","","0.005046903621405363","0.9949732422828674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_013_VAN","373","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","fz12927v","ricu","","","2024-01-03T06:08:16.000Z","2024-01-03T06:14:29.000Z","2024-01-03T06:14:29.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_013","pcid_1264","16_sweeps","2","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7378729635731284","","","0.7417170053084385","25","208","0.564031720161438","13","112","45","0.982916295528412","0.9567413330078124","0.432221919298172","","","0.0069384160451591015","0.9930896162986756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_012_VAN","803","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","7dii3u83","ricu","","","2024-01-03T05:54:32.000Z","2024-01-03T06:07:55.000Z","2024-01-03T06:07:55.000Z","","drax","","","","2","NVIDIA A40","10","16","0.000008","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_012","pcid_1264","16_sweeps","1","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7360424675086948","","","0.7360424675086948","99","800","0.5894906520843506","11","96","99","1.07873272895813","0.9629135131835938","0.44267117977142334","","","0.004240377340465784","0.9957692623138428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_011_VAN","466","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","arg1aee3","ricu","","","2024-01-03T05:46:25.000Z","2024-01-03T05:54:11.000Z","2024-01-03T05:54:11.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_011","pcid_1263","16_sweeps","3","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.6943071572396119","","","0.7142595643419367","37","304","0.6445270776748657","13","112","57","1.202771782875061","0.949554443359375","0.4234880805015564","","","0.0056138974614441395","0.994423806667328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_010_VAN","327","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","wv7c0blc","ricu","","","2024-01-03T05:40:37.000Z","2024-01-03T05:46:04.000Z","2024-01-03T05:46:04.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_010","pcid_1263","16_sweeps","2","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7417170053084385","","","0.7439136005857587","19","160","0.5760701298713684","9","80","39","1.0250660181045532","0.9624893069267272","0.44100046157836914","","","0.006266068201512098","0.9937622547149658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_009_VAN","805","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","eq1i48dt","ricu","","","2024-01-03T05:26:50.000Z","2024-01-03T05:40:15.000Z","2024-01-03T05:40:15.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00001","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_009","pcid_1263","16_sweeps","1","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7384221123924584","","","0.7398865092440051","81","656","0.5895196795463562","9","80","99","1.1416398286819458","0.970513880252838","0.4538106620311737","","","0.0027296836487948895","0.9972742199897766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_008_VAN","422","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","mijznwlb","ricu","","","2024-01-03T05:19:27.000Z","2024-01-03T05:26:29.000Z","2024-01-03T05:26:29.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_008","pcid_1262","16_sweeps","3","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.6970529013362621","","","0.703825736774666","31","256","0.6141536235809326","9","80","51","1.5904130935668943","0.973946750164032","0.4605202376842499","","","0.0015410128980875015","0.9984609484672546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_007_VAN","280","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","kgcbbusp","ricu","","","2024-01-03T05:14:25.000Z","2024-01-03T05:19:05.000Z","2024-01-03T05:19:05.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_007","pcid_1262","16_sweeps","2","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7446457990115322","","","0.7457440966501923","13","112","0.5638737082481384","7","64","33","1.1873464584350586","0.9725639224052428","0.4577970802783966","","","0.0026775584556162357","0.9973267316818236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_006_VAN","721","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","q6ki7yaq","ricu","","","2024-01-03T05:02:03.000Z","2024-01-03T05:14:04.000Z","2024-01-03T05:14:04.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00002","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_006","pcid_1262","16_sweeps","1","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7450118982244188","","","0.7459271462566356","69","560","0.5849490761756897","7","64","89","1.2992253303527832","0.9763482809066772","0.4639424979686737","","","0.0009171493584290148","0.9990832805633544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_005_VAN","247","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","4pmerabm","ricu","","","2024-01-03T04:57:34.000Z","2024-01-03T05:01:41.000Z","2024-01-03T05:01:41.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_005","pcid_1305","16_sweeps","3","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.6501922020867655","","","0.6955885044847153","9","80","0.6788519620895386","5","48","29","1.5818859338760376","0.9561678171157836","0.4345299005508423","","","0.001930181053467095","0.998072862625122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_004_VAN","264","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","vjj4vb9e","ricu","","","2024-01-03T04:52:48.000Z","2024-01-03T04:57:12.000Z","2024-01-03T04:57:12.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_004","pcid_1305","16_sweeps","2","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7321984257733846","","","0.7356763682958082","11","96","0.613716721534729","3","32","31","1.3823786973953247","0.9752707481384276","0.4631175100803375","","","0.0012159108882769942","0.9987848997116088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_003_VAN","723","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","2i54zkda","ricu","","","2024-01-03T04:40:24.000Z","2024-01-03T04:52:27.000Z","2024-01-03T04:52:27.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00004","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_003","pcid_1305","16_sweeps","1","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7559948746110196","","","0.7569101226432363","69","560","0.5699163675308228","5","48","89","1.478673815727234","0.9832451343536376","0.47472354769706726","","","0.00032401963835582137","0.9996760487556458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_002_VAN","266","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","3zn98tli","ricu","","","2024-01-03T04:35:37.000Z","2024-01-03T04:40:03.000Z","2024-01-03T04:40:03.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_002","pcid_1260","16_sweeps","3","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.6214534138751602","","","0.6957715540911587","11","96","0.6299692392349243","5","48","31","1.2149163484573364","0.9233874678611756","0.3816324174404144","","","0.13813120126724243","0.9797577261924744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16_S1_ID_001_VAN","296","-","finished","NEW_GRAD_OUTPUT, SWP1, vanilla","w81yn85h","ricu","","","2024-01-03T04:30:20.000Z","2024-01-03T04:35:16.000Z","2024-01-03T04:35:16.000Z","","drax","","","","2","NVIDIA A40","10","16","0.00006","800","100","80","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_001","pcid_1260","16_sweeps","2","0.9","0.999","","1","0","1","false","0.04","linear","128","bert-base-uncased","0","false","128","32","false","all","","qnli","","256","","false","0.1","0.01","true","0.7556287753981329","","","0.7559948746110196","15","128","0.5887365341186523","3","32","35","1.2944962978363037","0.9770959615707396","0.46585676074028015","","","0.0006051429081708193","0.9993950128555298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
