"Name","State","Notes","User","Tags","Created","Runtime","Sweep","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","early_stopping_patience","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","insert_dropout","learning_rate","lr_scheduler_type","max_length","max_train_steps","model_name_or_path","no_checkpointing","num_train_epochs","num_warmup_steps","original_gradient_fraction","output_dir","pad_to_max_length","param_config_id","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","seed","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_grad_diff_all_classes","avg_grad_diff_per_class","avg_train_p0","avg_train_p_max","avg_train_p_var","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","epoch","eval_loss","eval_loss.min","eval_loss_mm","eval_p_max","eval_p_max_mm","eval_p_var","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","test_accuracy","test_accuracy_best_accuracy","test_accuracy_best_eval_loss","test_accuracy_best_f1","test_f1_best_accuracy","test_f1_best_eval_loss","test_f1_best_f1","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","vector_norms"
"21_S11_ID_53_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T12:05:24.000Z","66","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_53","false","pcid_1644","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.8291015625","","","","","","","","","","0.876953125","7","128","0.3649218678474426","3","64","","","","","","","","","","","","","17","0.8458013534545898","","","0.9810359477996826","","0.4716937243938446","","","","","","","0.8486328125","0.8408203125","","","","","","","","","","0.004901528358459473","0.9955883622169496",""
"21_S11_ID_52_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T12:04:11.000Z","54","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_52","false","pcid_1644","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.86083984375","","","","","","","","","","0.87060546875","3","64","0.32815226912498474","3","64","","","","","","","","","","","","","13","0.6133003830909729","","","0.982534110546112","","0.4728994965553284","","","","","","","0.8466796875","0.8466796875","","","","","","","","","","0.010381311178207396","0.9927551746368408",""
"21_S11_ID_51_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T12:02:27.000Z","85","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_51","false","pcid_1644","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.8720703125","","","","","","","","","","0.8828125","17","288","0.35095110535621643","3","64","","","","","","","","","","","","","27","0.6033111214637756","","","0.9847612977027892","","0.4766184687614441","","","","","","","0.8671875","0.84765625","","","","","","","","","","0.006158194970339537","0.998555302619934",""
"21_S11_ID_50_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T12:01:18.000Z","50","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_50","false","pcid_1643","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.8671875","","","","","","","","","","0.87744140625","3","64","0.31936734914779663","3","64","","","","","","","","","","","","","13","0.5346391201019287","","","0.9752531051635742","","0.4626060128211975","","","","","","","0.85302734375","0.85302734375","","","","","","","","","","0.04797692969441414","0.9839489459991456",""
"21_S11_ID_49_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T12:00:06.000Z","52","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_49","false","pcid_1643","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.81103515625","","","","","","","","","","0.86669921875","3","64","0.3556205928325653","3","64","","","","","","","","","","","","","13","0.8009522557258606","","","0.9693602323532104","","0.45278093218803406","","","","","","","0.85302734375","0.85302734375","","","","","","","","","","0.021910030394792557","0.9908925890922546",""
"21_S11_ID_48_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:57:27.000Z","138","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_48","false","pcid_1643","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.87890625","","","","","","","","","","0.8798828125","43","704","0.38827040791511536","3","64","","","","","","","","","","","","","49","0.6273829340934753","","","0.9833613038063048","","0.4752146899700165","","","","","","","0.86328125","0.830078125","","","","","","","","","","0.0008478556992486119","0.9991536140441896",""
"21_S11_ID_47_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:55:38.000Z","90","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_47","false","pcid_1642","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.87890625","","","","","","","","","","0.8818359375","19","320","0.3274223804473877","3","64","","","","","","","","","","","","","29","0.6327729821205139","","","0.9829882383346558","","0.47460415959358215","","","","","","","0.8603515625","0.865234375","","","","","","","","","","0.0010899513727054","0.9989113807678224",""
"21_S11_ID_46_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:54:04.000Z","75","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_46","false","pcid_1642","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.8818359375","","","","","","","","","","0.88720703125","11","192","0.3412773907184601","3","64","","","","","","","","","","","","","21","0.5297102928161621","","","0.9787824153900146","","0.46846112608909607","","","","","","","0.86669921875","0.85107421875","","","","","","","","","","0.00276024523191154","0.9973976016044616",""
"21_S11_ID_45_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:52:21.000Z","82","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_45","false","pcid_1642","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.87548828125","","","","","","","","","","0.884765625","15","256","0.36775749921798706","3","64","","","","","","","","","","","","","25","0.5782787203788757","","","0.979721188545227","","0.4703974425792694","","","","","","","0.86767578125","0.837890625","","","","","","","","","","0.002282141475006938","0.9978650212287904",""
"21_S11_ID_44_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:50:59.000Z","63","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_44","false","pcid_1641","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.87646484375","","","","","","","","","","0.88427734375","7","128","0.3323591351509094","5","96","","","","","","","","","","","","","17","0.469409704208374","","","0.9711042046546936","","0.456213653087616","","","","","","","0.85791015625","0.8583984375","","","","","","","","","","0.0277870986610651","0.990441918373108",""
"21_S11_ID_43_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:48:05.000Z","155","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_43","false","pcid_1641","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.88134765625","","","","","","","","","","0.88134765625","49","800","0.3535747826099396","5","96","","","","","","","","","","","","","49","0.5601460337638855","","","0.9834673404693604","","0.47499707341194153","","","","","","","0.8583984375","0.84375","","","","","","","","","","0.001798308570869267","0.9982042908668518",""
"21_S11_ID_42_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:46:36.000Z","69","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_42","false","pcid_1641","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.86181640625","","","","","","","","","","0.8720703125","7","128","0.37274765968322754","5","96","","","","","","","","","","","","","17","0.5856128931045532","","","0.9802356362342834","","0.46895575523376465","","","","","","","0.8544921875","0.82958984375","","","","","","","","","","0.02661190740764141","0.9914897084236144",""
"21_S11_ID_41_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:44:49.000Z","88","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_41","false","pcid_1640","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.87744140625","","","","","","","","","","0.8876953125","15","256","0.3209054470062256","5","96","","","","","","","","","","","","","25","0.488349050283432","","","0.9713537096977234","","0.45694324374198914","","","","","","","0.87255859375","0.869140625","","","","","","","","","","0.03985734283924103","0.9925782680511476",""
"21_S11_ID_40_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:42:44.000Z","105","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_40","false","pcid_1640","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.87353515625","","","","","","","","","","0.87939453125","23","384","0.3391462564468384","5","96","","","","","","","","","","","","","33","0.6141922473907471","","","0.9785673022270204","","0.4675637483596802","","","","","","","0.86279296875","0.857421875","","","","","","","","","","0.004763806238770485","0.9963867664337158",""
"21_S11_ID_39_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:39:48.000Z","156","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_39","false","pcid_1640","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.87841796875","","","","","","","","","","0.88134765625","41","672","0.3869705498218536","5","96","","","","","","","","","","","","","49","0.5982910394668579","","","0.9870855212211608","","0.47925865650177","","","","","","","0.8623046875","0.82373046875","","","","","","","","","","0.0016740873688831923","0.9983282685279846",""
"21_S11_ID_38_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:37:38.000Z","111","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_38","false","pcid_1639","128","32","","all","21_sweeps","3","","sst2","","512","","","0.1","0.01","true","0.896484375","","","","","","","","","","0.8994140625","23","384","0.34794938564300537","5","96","","","","","","","","","","","","","33","0.5190410614013672","","","0.9835975170135498","","0.4747234284877777","","","","","","","0.88232421875","0.85400390625","","","","","","","","","","0.002143729943782091","0.997887909412384",""
"21_S11_ID_37_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:35:40.000Z","100","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_37","false","pcid_1639","128","32","","all","21_sweeps","2","","sst2","","512","","","0.1","0.01","true","0.87841796875","","","","","","","","","","0.88916015625","19","320","0.3466196656227112","7","128","","","","","","","","","","","","","29","0.5619286894798279","","","0.9823771119117736","","0.4730214476585388","","","","","","","0.86767578125","0.87060546875","","","","","","","","","","0.00673636794090271","0.9960501194000244",""
"21_S11_ID_36_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:33:36.000Z","105","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_36","false","pcid_1639","128","32","","all","21_sweeps","1","","sst2","","512","","","0.1","0.01","true","0.8779296875","","","","","","","","","","0.8837890625","23","384","0.3176041841506958","5","96","","","","","","","","","","","","","33","0.5857601165771484","","","0.9836055636405944","","0.4755571484565735","","","","","","","0.87060546875","0.86767578125","","","","","","","","","","0.002554484875872731","0.9975488185882568",""
"21_S11_ID_35_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:31:52.000Z","84","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_35","false","pcid_1638","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.69140625","","","","","","","","","","0.74462890625","3","64","0.4975537359714508","3","64","0.6835187057633975","5","96","","","","","","","","","","15","1.1060436964035034","","","0.94923734664917","","0.4235106110572815","","0.6659619450317125","","","","","0.720703125","0.720703125","0.70166015625","0.6537530266343826","0.6537530266343826","0.6900050735667175","","","","","","0.028937779366970066","0.9895871877670288",""
"21_S11_ID_34_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:28:43.000Z","133","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_34","false","pcid_1638","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.7099609375","","","","","","","","","","0.7314453125","5","96","0.5373778343200684","3","64","0.6925148088314486","19","320","","","","","","","","","","29","1.499397873878479","","","0.9723865389823914","","0.4593991339206696","","0.6870389884088514","","","","","0.7265625","0.67431640625","0.7177734375","0.6266666666666667","0.6766844401357246","0.6865509761388287","","","","","","0.0011593587696552277","0.998843789100647",""
"21_S11_ID_33_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:25:50.000Z","120","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_33","false","pcid_1638","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.7119140625","","","","","","","","","","0.75634765625","15","256","0.5082823038101196","3","64","0.7045055588063196","11","192","","","","","","","","","","25","1.6334751844406128","","","0.9751394987106324","","0.4632395207881927","","0.6936656282450675","","","","","0.76171875","0.71630859375","0.74658203125","0.6899618805590852","0.6784726065301605","0.6934435912581217","","","","","","0.00707472488284111","0.9969251155853271",""
"21_S11_ID_32_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:21:35.000Z","202","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_32","false","pcid_1637","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.7041015625","","","","","","","","","","0.72216796875","39","640","0.5616390705108643","3","64","0.6812324929971988","39","640","","","","","","","","","","49","1.5221859216690063","","","0.9707440733909608","","0.4570912420749664","","0.6783439490445861","","","","","0.72705078125","0.67578125","0.72705078125","0.6857785272625071","0.6853080568720379","0.6857785272625071","","","","","","0.0009605775121599436","0.9990551471710204",""
"21_S11_ID_31_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:19:32.000Z","72","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_31","false","pcid_1637","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.68408203125","","","","","","","","","","0.716796875","3","64","0.5148121118545532","3","64","0.6777777777777778","3","64","","","","","","","","","","13","1.2925148010253906","","","0.9630874991416932","","0.44357621669769287","","0.6704024452368823","","","","","0.720703125","0.720703125","0.720703125","0.6870897155361051","0.6870897155361051","0.6870897155361051","","","","","","0.02439898811280727","0.9928421974182128",""
"21_S11_ID_30_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:17:05.000Z","95","","0.9","0.999","","2","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_30","false","pcid_1637","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.70068359375","","","","","","","","","","0.724609375","3","64","0.5146900415420532","3","64","0.6681222707423581","9","160","","","","","","","","","","19","1.4445279836654663","","","0.9648416638374328","","0.44794031977653503","","0.6526912181303116","","","","","0.734375","0.734375","0.7119140625","0.6734693877551021","0.6734693877551021","0.6779475982532752","","","","","","0.014059152454137802","0.9957157969474792",""
"21_S11_ID_29_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:13:57.000Z","135","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_29","false","pcid_1636","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.71875","","","","","","","","","","0.74560546875","21","352","0.516189455986023","3","64","0.6881243063263041","13","224","","","","","","","","","","31","1.3947947025299072","","","0.973795771598816","","0.46087029576301575","","0.6855895196506551","","","","","0.73828125","0.7158203125","0.71728515625","0.6620428751576292","0.683695652173913","0.6799336650082919","","","","","","0.0069487374275922775","0.9979739189147948",""
"21_S11_ID_28_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:11:27.000Z","95","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_28","false","pcid_1636","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.73046875","","","","","","","","","","0.736328125","9","160","0.5520865321159363","5","96","0.6929824561403508","5","96","","","","","","","","","","19","1.2150710821151731","","","0.9660373330116272","","0.44901546835899353","","0.646606914212548","","","","","0.744140625","0.72314453125","0.72314453125","0.699885452462772","0.6879471656576774","0.6879471656576774","","","","","","0.01922251097857952","0.9950096607208252",""
"21_S11_ID_27_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:09:14.000Z","80","","0.9","0.999","","1","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_27","false","pcid_1636","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.72998046875","","","","","","","","","","0.7392578125","5","96","0.5332661271095276","3","64","0.6920415224913495","5","96","","","","","","","","","","15","1.4513633251190186","","","0.9740050435066224","","0.4615286886692047","","0.6830945558739255","","","","","0.734375","0.71240234375","0.734375","0.6781065088757396","0.6379840196681008","0.6781065088757396","","","","","","0.006922334898263216","0.9938923716545104",""
"21_S11_ID_26_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:06:57.000Z","83","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_26","false","pcid_1635","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.68212890625","","","","","","","","","","0.71240234375","3","64","0.5266417264938354","5","96","0.68054110301769","5","96","","","","","","","","","","15","0.8827030658721924","","","0.9322808980941772","","0.39051613211631775","","0.6687022900763359","","","","","0.69287109375","0.71435546875","0.71435546875","0.6016466117796073","0.6954711087975012","0.6954711087975012","","","","","","0.03871412575244904","0.9728749394416808",""
"21_S11_ID_25_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:03:16.000Z","170","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_25","false","pcid_1635","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.70947265625","","","","","","","","","","0.7431640625","21","352","0.513612687587738","5","96","0.6994413407821228","27","448","","","","","","","","","","37","1.4071977138519287","","","0.9716441035270692","","0.4568434953689575","","0.6833422032996275","","","","","0.73876953125","0.73291015625","0.73291015625","0.6880466472303207","0.6722588376273216","0.6921778277996624","","","","","","0.0025187786668539047","0.99753075838089",""
"21_S11_ID_24_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T11:00:31.000Z","110","","0.9","0.999","","3","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_24","false","pcid_1635","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.74853515625","","","","","","","","","","0.7666015625","9","160","0.5327403545379639","5","96","0.7139664804469273","11","192","","","","","","","","","","21","1.1044920682907104","","","0.9617906212806702","","0.4419235587120056","","0.7035118019573978","","","","","0.76220703125","0.72607421875","0.748046875","0.6939032055311125","0.699195710455764","0.7054794520547946","","","","","","0.019055740907788277","0.9918500781059264",""
"21_S11_ID_23_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:57:55.000Z","103","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_23","false","pcid_1634","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.68310546875","","","","","","","","","","0.71875","5","96","0.5244022607803345","5","96","0.6728490468830499","11","192","","","","","","","","","","21","0.987030863761902","","","0.9420203566551208","","0.40937283635139465","","0.6673500768836494","","","","","0.71533203125","0.71533203125","0.6982421875","0.6674272675413576","0.6674272675413576","0.6794605809128631","","","","","","0.01520870067179203","0.9850719571113586",""
"21_S11_ID_22_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:54:54.000Z","129","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_22","false","pcid_1634","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.70263671875","","","","","","","","","","0.705078125","17","288","0.520500898361206","5","96","0.67491926803014","11","192","","","","","","","","","","27","1.2490676641464231","","","0.959592580795288","","0.43952468037605286","","0.6618545252637423","","","","","0.7197265625","0.70361328125","0.70654296875","0.6782511210762331","0.6872746007212777","0.6753106428957321","","","","","","0.005548234563320875","0.995549976825714",""
"21_S11_ID_21_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:51:57.000Z","125","","0.9","0.999","","2","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_21","false","pcid_1634","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.68994140625","","","","","","","","","","0.72265625","17","288","0.5658363699913025","5","96","0.6855962829117191","5","96","","","","","","","","","","27","1.6378589868545532","","","0.9692716598510742","","0.45459309220314026","","0.6810647915620291","","","","","0.7392578125","0.71044921875","0.71044921875","0.6909722222222222","0.6941722537390407","0.6941722537390407","","","","","","0.005747628398239613","0.9953563809394836",""
"21_S11_ID_20_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:49:06.000Z","120","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_20","false","pcid_1633","128","32","","all","21_sweeps","3","","qqp","","512","","","0.1","0.01","true","0.7197265625","","","","","","","","","","0.73046875","17","288","0.5326943397521973","5","96","0.6962642122360585","7","128","","","","","","","","","","27","1.1815993785858154","","","0.9659813642501832","","0.44857823848724365","","0.6786114221724524","","","","","0.72802734375","0.708984375","0.73095703125","0.6744593804792519","0.7017017017017017","0.7061333333333335","","","","","","0.005934501998126507","0.9942245483398438",""
"21_S11_ID_19_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:45:33.000Z","159","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_19","false","pcid_1633","128","32","","all","21_sweeps","2","","qqp","","512","","","0.1","0.01","true","0.720703125","","","","","","","","","","0.74462890625","15","256","0.5148553848266602","5","96","0.6993464052287581","27","448","","","","","","","","","","37","1.3575785160064695","","","0.9708546996116638","","0.45653390884399414","","0.6901408450704225","","","","","0.748046875","0.7109375","0.7255859375","0.6806930693069306","0.6916666666666665","0.6922234392113911","","","","","","0.00226405868306756","0.997742772102356",""
"21_S11_ID_18_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:42:55.000Z","104","","0.9","0.999","","1","0","5","32","","false","0.16","0.00002","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_18","false","pcid_1633","128","32","","all","21_sweeps","1","","qqp","","512","","","0.1","0.01","true","0.71875","","","","","","","","","","0.73193359375","11","192","0.5696890950202942","5","96","0.6918976545842218","7","128","","","","","","","","","","21","1.3624621629714966","","","0.9725542068481444","","0.4583255648612976","","0.6909871244635193","","","","","0.736328125","0.69873046875","0.72216796875","0.6845794392523364","0.6850433894844309","0.6868464501926251","","","","","","0.009563375264406204","0.994089901447296",""
"21_S11_ID_17_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:40:19.000Z","103","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_17","false","pcid_1632","128","32","","all","21_sweeps","3","","qnli","","512","","","0.1","0.01","true","0.71337890625","","","","","","","","","","0.732421875","7","128","0.6161981225013733","3","64","","","","","","","","","","","","","17","1.354110598564148","","","0.9757888913154602","","0.4625423848628998","","","","","","","0.72412109375","0.677734375","","","","","","","","","","0.002293410012498498","0.9977208971977234",""
"21_S11_ID_16_VAN","finished","-","ricu","SWP11, vanilla","2024-01-07T10:38:22.000Z","93","","0.9","0.999","","3","0","5","32","","false","0.16","0.00004","linear","128","800","bert-base-uncased","false","50","80","","/home/lange/fantastic-umbrella/runs/21_sweeps_12_vanilla/run_16","false","pcid_1632","128","32","","all","21_sweeps","2","","qnli","","512","","","0.1","0.01","true","0.724609375","","","","","","","","","","0.74755859375","5","96","0.5856575965881348","3","64","","","","","","","","","","","","","15","1.2690565586090088","","","0.9699201583862304","","0.4542997479438782","","","","","","","0.744140625","0.71923828125","","","","","","","","","","0.009608729742467403","0.9934596419334412",""
