"Name","Runtime","Notes","Tags","State","ID","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","insert_dropout","param_config_id","seed","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","early_stopping_patience","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","learning_rate","lr_scheduler_type","max_length","max_train_steps","model_name_or_path","no_checkpointing","num_train_epochs","num_warmup_steps","original_gradient_fraction","output_dir","pad_to_max_length","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","eval_loss","eval_p_max","eval_p_var","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_grad_diff_all_classes","avg_grad_diff_per_class","avg_train_p0","avg_train_p_max","avg_train_p_var","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","epoch","eval_loss.min","eval_loss_mm","eval_p_max_mm","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","test_accuracy","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","vector_norms","test_accuracy_best_accuracy","test_accuracy_best_eval_loss","test_accuracy_best_f1","test_f1_best_accuracy","test_f1_best_eval_loss","test_f1_best_f1"
"20_S0_ID_23_MOD","124","-","SWP0, modded","finished","13dinw2o","ricu","","","2024-01-04T22:43:28.000Z","2024-01-04T22:45:32.000Z","2024-01-04T22:45:32.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1417","4","0.9","0.999","0","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_23","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.72412109375","0.6632850766181946","0.8741453886032104","0.2984919548034668","","","","","0.03656642884016037","[0.03656642511487007,0.03656642511487007]","","","","0.72705078125","15","128","0.5834819078445435","9","80","","","","","","","","","","","","","21","","","","","","","","","","","","","0.08579717576503754","0.9317925572395324","0.1130911186337471","0.9136156439781188","{""_type"":""histogram"",""bins"":[0.00005488709939527325,0.03637190908193588,0.07268892973661423,0.10900595784187317,0.1453229784965515,0.18163999915122986,0.2179570198059082,0.25427404046058655,0.2905910611152649,0.32690808176994324,0.3632251024246216,0.3995421230792999,0.43585917353630066,0.472176194190979,0.508493185043335,0.5448102355003357,0.5811272263526917,0.6174442768096924,0.6537612676620483,0.6900783181190491,0.7263953685760498,0.7627123594284058,0.7990294098854065,0.8353464007377625,0.8716634511947632,0.9079804420471191,0.9442974925041199,0.9806144833564758,1.0169315338134766,1.0532485246658325,1.0895655155181885,1.125882625579834,1.16219961643219],""values"":[305,135,40,6,10,0,0,3,0,2,2,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1]}","0.72802734375","0.70361328125","","","",""
"20_S0_ID_22_MOD","125","-","SWP0, modded","finished","oxr0lm6y","ricu","","","2024-01-04T22:41:00.000Z","2024-01-04T22:43:05.000Z","2024-01-04T22:43:05.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1417","3","0.9","0.999","0","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_22","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.70947265625","0.7532545328140259","0.9010859727859496","0.34133994579315186","","","","","0.024377882480621334","[0.024377882480621334,0.024377884343266487]","","","","0.71044921875","15","128","0.5889696478843689","9","80","","","","","","","","","","","","","21","","","","","","","","","","","","","0.05160262808203697","0.9603803753852844","0.07351380586624146","0.9423802495002748","{""values"":[267,131,45,26,10,14,6,4,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.0000642844897811301,0.021005138754844666,0.04194599390029907,0.06288684904575348,0.08382770419120789,0.1047685518860817,0.1257094144821167,0.1466502696275711,0.1675911247730255,0.18853196501731873,0.20947282016277313,0.23041367530822754,0.25135454535484314,0.27229538559913635,0.29323625564575195,0.31417709589004517,0.33511796593666077,0.356058806180954,0.3769996464252472,0.3979405164718628,0.418881356716156,0.4398222267627716,0.4607630670070648,0.4817039370536804,0.5026447772979736,0.5235856175422668,0.5445265173912048,0.565467357635498,0.5864081978797913,0.6073490381240845,0.6282899379730225,0.6492307782173157,0.6701716184616089]}","0.70068359375","0.685546875","","","",""
"20_S1_ID_36_VAN","1352","-","SWP1, vanilla","finished","hy720h58","ricu","","","2024-01-04T22:40:11.000Z","2024-01-04T23:02:43.000Z","2024-01-04T23:02:43.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1428","2","0.9","0.999","","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_36","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.69580078125","1.9519811868667605","0.9748294353485109","0.4621059000492096","","","","","","","","","","0.74951171875","233","1872","0.6078507304191589","19","160","","","","","","","","","","","","","393","","","","","","","","","","","","","","","0.0023383204825222492","0.998799443244934","","0.72607421875","0.6640625","","","",""
"20_S0_ID_21_MOD","110","-","SWP0, modded","finished","d9h0x3vm","ricu","","","2024-01-04T22:38:47.000Z","2024-01-04T22:40:37.000Z","2024-01-04T22:40:37.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1417","2","0.9","0.999","0","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_21","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.712890625","0.803229033946991","0.9211838841438292","0.37431854009628296","","","","","0.038358043879270554","[0.038358040153980255,0.038358043879270554]","","","","0.7177734375","13","112","0.6117516756057739","3","32","","","","","","","","","","","","","19","","","","","","","","","","","","","0.03597196936607361","0.9716470241546632","0.08884748071432114","0.945862591266632","{""bins"":[0.00010204016143688932,0.04121040552854538,0.08231877535581589,0.1234271377325058,0.1645355075597763,0.20564387738704681,0.24675223231315613,0.28786060214042664,0.32896897196769714,0.37007734179496765,0.41118571162223816,0.45229408144950867,0.4934024214744568,0.5345107913017273,0.5756191611289978,0.6167275309562683,0.6578359007835388,0.6989442706108093,0.7400526404380798,0.7811610102653503,0.8222693800926208,0.8633777499198914,0.9044861197471619,0.9455944895744324,0.9867027997970581,1.0278111696243286,1.0689195394515991,1.1100279092788696,1.1511362791061401,1.1922446489334106,1.2333530187606812,1.2744613885879517,1.3155697584152222],""values"":[405,46,18,9,6,4,0,6,3,0,2,1,3,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1],""_type"":""histogram""}","0.70703125","0.66796875","","","",""
"20_S0_ID_20_MOD","142","-","SWP0, modded","finished","ry48j2lv","ricu","","","2024-01-04T22:36:02.000Z","2024-01-04T22:38:24.000Z","2024-01-04T22:38:24.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1417","1","0.9","0.999","0","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_20","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.71826171875","0.8785529136657715","0.9366343021392822","0.3953998386859894","","","","","0.024182958528399467","[0.02418295666575432,0.02418295666575432]","","","","0.72021484375","21","176","0.6070982217788696","3","32","","","","","","","","","","","","","24","","","","","","","","","","","","","0.42187803983688354","7.763948440551758","0.6791515350341797","7.690295219421387","{""_type"":""histogram"",""bins"":[0.0002320263156434521,0.038067273795604706,0.07590252161026001,0.11373776197433472,0.15157301723957062,0.18940825760364532,0.22724349796772003,0.26507875323295593,0.30291399359703064,0.34074923396110535,0.37858450412750244,0.41641974449157715,0.45425498485565186,0.49209022521972656,0.5299254655838013,0.567760705947876,0.6055959463119507,0.6434311866760254,0.6812664866447449,0.7191017270088196,0.7569369673728943,0.794772207736969,0.8326074481010437,0.8704426884651184,0.9082779288291931,0.9461131691932678,0.9839484095573425,1.021783709526062,1.0596189498901367,1.0974541902542114,1.1352894306182861,1.1731246709823608,1.2109599113464355],""values"":[235,12,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1]}","0.7158203125","0.6767578125","","","",""
"20_S1_ID_35_VAN","1031","-","SWP1, vanilla","finished","byhnmc7s","ricu","","","2024-01-04T22:22:38.000Z","2024-01-04T22:39:49.000Z","2024-01-04T22:39:49.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1428","1","0.9","0.999","","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_35","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.728515625","1.8786693811416624","0.988049328327179","0.4821757674217224","","","","","","","","","","0.7353515625","133","1072","0.6162633895874023","19","160","","","","","","","","","","","","","293","","","","","","","","","","","","","","","0.0002037278900388628","0.9997962713241576","","0.7216796875","0.67578125","","","",""
"20_S1_ID_34_VAN","659","-","SWP1, vanilla","finished","dq35rajq","ricu","","","2024-01-04T22:11:15.000Z","2024-01-04T22:22:14.000Z","2024-01-04T22:22:14.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1427","5","0.9","0.999","","1","0","40","16","","false","0.00002","linear","128","3200","bert-base-uncased","false","400","320","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_34","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.74560546875","1.5137706995010376","0.9790486097335817","0.4697158634662628","","","","","","","","","","0.75927734375","101","816","0.5936725735664368","15","128","","","","","","","","","","","","","181","","","","","","","","","","","","","","","0.0006621001521125436","0.9993386268615724","","0.74658203125","0.68701171875","","","",""
"20_S0_ID_19_MOD","2227","-","SWP0, modded","finished","zhea7rv0","ricu","","","2024-01-04T21:58:31.000Z","2024-01-04T22:35:38.000Z","2024-01-04T22:35:38.000Z","","drax","","","","2","NVIDIA A40","0.1","pcid_1416","5","0.9","0.999","0","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_19","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.72998046875","2.419677257537842","0.9922508597373962","0.488798588514328","","","","","0.001115977531298995","[0.0011159767163917422,0.0011159784626215696]","","","","0.73193359375","319","2560","0.592430591583252","21","176","","","","","","","","","","","","","479","","","","","","","","","","","","","0.000022325857571559027","0.9999775886535645","0.0016501015052199364","0.9991008639335632","{""values"":[511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[3.648892743512988e-9,0.02479555457830429,0.04959110543131828,0.07438665628433228,0.09918220341205597,0.12397775799036026,0.14877331256866455,0.17356885969638824,0.19836440682411194,0.22315995395183563,0.24795551598072052,0.2727510631084442,0.2975466251373291,0.3223421573638916,0.3471377193927765,0.371933251619339,0.3967288136482239,0.42152437567710876,0.44631990790367126,0.47111546993255615,0.49591103196144104,0.5207065939903259,0.5455021262168884,0.5702976584434509,0.5950932502746582,0.6198887825012207,0.6446843147277832,0.6694798469543457,0.694275438785553,0.7190709710121155,0.743866503238678,0.7686620950698853,0.7934576272964478]}","0.73046875","0.6943359375","","","",""
"20_S1_ID_33_VAN","800","-","SWP1, vanilla","finished","xhclumn8","ricu","","","2024-01-04T21:57:32.000Z","2024-01-04T22:10:52.000Z","2024-01-04T22:10:52.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1427","4","0.9","0.999","","1","0","40","16","","false","0.00002","linear","128","3200","bert-base-uncased","false","400","320","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_33","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7373046875","1.5980596542358398","0.9740868806838988","0.4621410369873047","","","","","","","","","","0.73876953125","141","1136","0.6034078598022461","19","160","","","","","","","","","","","","","221","","","","","","","","","","","","","","","0.000254469778155908","0.9997457265853882","","0.72412109375","0.69140625","","","",""
"20_S1_ID_32_VAN","626","-","SWP1, vanilla","finished","mzmptdoy","ricu","","","2024-01-04T21:46:43.000Z","2024-01-04T21:57:09.000Z","2024-01-04T21:57:09.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1427","3","0.9","0.999","","1","0","40","16","","false","0.00002","linear","128","3200","bert-base-uncased","false","400","320","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_32","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7177734375","1.6642391681671145","0.974078893661499","0.4616407454013825","","","","","","","","","","0.73486328125","89","720","0.5897196531295776","21","176","","","","","","","","","","","","","169","","","","","","","","","","","","","","","0.00037183560198172927","0.9996284246444702","","0.7236328125","0.69140625","","","",""
"20_S1_ID_31_VAN","498","-","SWP1, vanilla","finished","n6ceqddj","ricu","","","2024-01-04T21:37:59.000Z","2024-01-04T21:46:17.000Z","2024-01-04T21:46:17.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1427","2","0.9","0.999","","1","0","40","16","","false","0.00002","linear","128","3200","bert-base-uncased","false","400","320","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_31","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.73388671875","1.4502243995666504","0.9763404726982116","0.4638475775718689","","","","","","","","","","0.740234375","55","448","0.5929638743400574","19","160","","","","","","","","","","","","","135","","","","","","","","","","","","","","","0.0010907952673733234","0.998912751674652","","0.71875","0.6904296875","","","",""
"20_S1_ID_30_VAN","582","-","SWP1, vanilla","finished","buhsijqe","ricu","","","2024-01-04T21:27:53.000Z","2024-01-04T21:37:35.000Z","2024-01-04T21:37:35.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1427","1","0.9","0.999","","1","0","40","16","","false","0.00002","linear","128","3200","bert-base-uncased","false","400","320","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_30","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.74169921875","1.5577423572540283","0.9849669337272644","0.4771452248096466","","","","","","","","","","0.74609375","79","640","0.6144925355911255","11","96","","","","","","","","","","","","","159","","","","","","","","","","","","","","","0.00274244393222034","0.99851393699646","","0.72802734375","0.67236328125","","","",""
"20_S1_ID_29_VAN","172","-","SWP1, vanilla","finished","bzkjm6hs","ricu","","","2024-01-04T21:24:38.000Z","2024-01-04T21:27:30.000Z","2024-01-04T21:27:30.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1426","5","0.9","0.999","","1","0","10","16","","false","0.00002","linear","128","800","bert-base-uncased","false","100","80","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_29","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.72412109375","1.2823110818862915","0.9758756756782532","0.4610491394996643","","","","","","","","","","0.7353515625","21","176","0.611627459526062","7","64","","","","","","","","","","","","","41","","","","","","","","","","","","","","","0.019158808514475822","0.9884546995162964","","0.732421875","0.671875","","","",""
"20_S1_ID_28_VAN","148","-","SWP1, vanilla","finished","qvb2qhr7","ricu","","","2024-01-04T21:21:47.000Z","2024-01-04T21:24:15.000Z","2024-01-04T21:24:15.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1426","4","0.9","0.999","","1","0","10","16","","false","0.00002","linear","128","800","bert-base-uncased","false","100","80","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_28","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.724609375","1.090639591217041","0.9651613235473632","0.44481176137924194","","","","","","","","","","0.7373046875","13","112","0.5755257606506348","11","96","","","","","","","","","","","","","33","","","","","","","","","","","","","","","0.007706290110945702","0.9924233555793762","","0.7265625","0.712890625","","","",""
"20_S1_ID_27_VAN","195","-","SWP1, vanilla","finished","pikms6sn","ricu","","","2024-01-04T21:18:09.000Z","2024-01-04T21:21:24.000Z","2024-01-04T21:21:24.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1426","3","0.9","0.999","","1","0","10","16","","false","0.00002","linear","128","800","bert-base-uncased","false","100","80","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_27","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.71337890625","1.3341156244277954","0.9597955346107484","0.4407995045185089","","","","","","","","","","0.7236328125","25","208","0.589569091796875","13","112","","","","","","","","","","","","","45","","","","","","","","","","","","","","","0.00345205282792449","0.9965674877166748","","0.720703125","0.7099609375","","","",""
"20_S1_ID_26_VAN","200","-","SWP1, vanilla","finished","zurdl0do","ricu","","","2024-01-04T21:14:26.000Z","2024-01-04T21:17:46.000Z","2024-01-04T21:17:46.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1426","2","0.9","0.999","","1","0","10","16","","false","0.00002","linear","128","800","bert-base-uncased","false","100","80","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_26","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.728515625","1.2555088996887207","0.9733192920684814","0.4580804407596588","","","","","","","","","","0.73486328125","29","240","0.6062977910041809","7","64","","","","","","","","","","","","","49","","","","","","","","","","","","","","","0.0030475687235593796","0.9969592690467834","","0.71923828125","0.6767578125","","","",""
"20_S1_ID_25_VAN","221","-","SWP1, vanilla","finished","6g205ohd","ricu","","","2024-01-04T21:10:20.000Z","2024-01-04T21:14:01.000Z","2024-01-04T21:14:01.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1426","1","0.9","0.999","","1","0","10","16","","false","0.00002","linear","128","800","bert-base-uncased","false","100","80","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_25","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.71630859375","1.3495049476623535","0.9761850833892822","0.4630565941333771","","","","","","","","","","0.72265625","37","304","0.6146048903465271","5","48","","","","","","","","","","","","","57","","","","","","","","","","","","","","","0.0029330209363251925","0.9970762133598328","","0.71484375","0.66064453125","","","",""
"20_S1_ID_24_VAN","119","-","SWP1, vanilla","finished","er7lue2r","ricu","","","2024-01-04T21:07:56.000Z","2024-01-04T21:09:55.000Z","2024-01-04T21:09:55.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1425","5","0.9","0.999","","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_24","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7373046875","0.8200571537017822","0.9371535181999208","0.3984239399433136","","","","","","","","","","0.73828125","21","176","0.5909124612808228","5","48","","","","","","","","","","","","","24","","","","","","","","","","","","","","","0.3940521478652954","7.728447437286377","","0.728515625","0.6904296875","","","",""
"20_S1_ID_23_VAN","128","-","SWP1, vanilla","finished","wvpt14ye","ricu","","","2024-01-04T21:05:24.000Z","2024-01-04T21:07:32.000Z","2024-01-04T21:07:32.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1425","4","0.9","0.999","","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_23","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7265625","0.6831116676330566","0.8847370147705078","0.3139798641204834","","","","","","","","","","0.7265625","24","200","0.5849069356918335","9","80","","","","","","","","","","","","","24","","","","","","","","","","","","","","","0.8112194538116455","7.414601802825928","","0.7177734375","0.7041015625","","","",""
"20_S1_ID_22_VAN","121","-","SWP1, vanilla","finished","uniywvin","ricu","","","2024-01-04T21:02:57.000Z","2024-01-04T21:04:58.000Z","2024-01-04T21:04:58.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1425","3","0.9","0.999","","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_22","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.71044921875","0.8317636251449585","0.9154919385910034","0.36625200510025024","","","","","","","","","","0.712890625","19","160","0.5960830450057983","9","80","","","","","","","","","","","","","24","","","","","","","","","","","","","","","0.33276015520095825","7.678031921386719","","0.71240234375","0.6826171875","","","",""
"20_S1_ID_21_VAN","99","-","SWP1, vanilla","finished","zx897il2","ricu","","","2024-01-04T21:00:54.000Z","2024-01-04T21:02:33.000Z","2024-01-04T21:02:33.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1425","2","0.9","0.999","","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_21","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.72314453125","0.7975990176200867","0.925296664237976","0.3812614977359772","","","","","","","","","","0.72412109375","13","112","0.609004020690918","3","32","","","","","","","","","","","","","19","","","","","","","","","","","","","","","0.04913608729839325","0.9644431471824646","","0.716796875","0.6708984375","","","",""
"20_S1_ID_20_VAN","94","-","SWP1, vanilla","finished","76qf5it7","ricu","","","2024-01-04T20:58:57.000Z","2024-01-04T21:00:31.000Z","2024-01-04T21:00:31.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1425","1","0.9","0.999","","1","0","3","16","","false","0.00002","linear","128","200","bert-base-uncased","false","25","20","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_20","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7158203125","0.7925393581390381","0.9176213145256042","0.363238126039505","","","","","","","","","","0.71728515625","11","96","0.6045286655426025","5","48","","","","","","","","","","","","","17","","","","","","","","","","","","","","","0.08586201071739197","0.9487266540527344","","0.7138671875","0.6884765625","","","",""
"20_S0_ID_18_MOD","3733","-","SWP0, modded","finished","hnpqqw6y","ricu","","","2024-01-04T20:55:55.000Z","2024-01-04T21:58:08.000Z","2024-01-04T21:58:08.000Z","","drax","","","","2","NVIDIA A40","0.1","pcid_1416","4","0.9","0.999","0","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_18","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.7236328125","2.1629626750946045","0.9849904775619508","0.4780113697052002","","","","","0.00006210186256794259","[0.0000621008439338766,0.00006210287392605096]","","","","0.7255859375","687","5504","0.5925012826919556","25","208","","","","","","","","","","","","","799","","","","","","","","","","","","","0.000019150596926920116","0.9999808073043824","0.00008152575901476666","0.9999191164970398","{""_type"":""histogram"",""bins"":[7.958078640513122e-9,0.0011448602890595794,0.0022897126618772745,0.003434564918279648,0.004579417407512665,0.005724269896745682,0.006869121920317411,0.008013974875211716,0.009158826433122158,0.010303678922355175,0.011448531411588192,0.012593383900821209,0.013738236390054226,0.014883088879287243,0.016027940437197685,0.017172792926430702,0.01831764541566372,0.019462497904896736,0.020607350394129753,0.02175220288336277,0.022897055372595787,0.024041907861828804,0.02518676035106182,0.026331612840294838,0.027476465329527855,0.028621315956115723,0.02976616844534874,0.030911020934581757,0.032055873423814774,0.03320072591304779,0.03434557840228081,0.035490430891513824,0.03663528338074684],""values"":[511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]}","0.72216796875","0.69970703125","","","",""
"20_S1_ID_19_VAN","1510","-","SWP1, vanilla","finished","mqmxkg9b","ricu","","","2024-01-04T20:33:23.000Z","2024-01-04T20:58:33.000Z","2024-01-04T20:58:33.000Z","","drax","","","","2","NVIDIA A40","0.1","pcid_1424","5","0.9","0.999","","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_01_vanilla/run_19","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.73193359375","2.0055222511291504","0.9796209931373596","0.4695395231246948","","","","","","","","","","0.740234375","277","2224","0.5842874050140381","21","176","","","","","","","","","","","","","437","","","","","","","","","","","","","","","0.00003966281292377971","0.99996018409729","","0.73046875","0.70068359375","","","",""
"20_S0_ID_17_MOD","1503","-","SWP0, modded","finished","qvobeu9l","ricu","","","2024-01-04T20:30:29.000Z","2024-01-04T20:55:32.000Z","2024-01-04T20:55:32.000Z","","drax","","","","2","NVIDIA A40","0.1","pcid_1416","3","0.9","0.999","0","1","0","80","16","","false","0.00002","linear","128","6400","bert-base-uncased","false","800","640","","/home/lange/fantastic-umbrella/runs/20_sweeps_00_modded/run_17","false","128","32","","all","20_sweeps","","qnli","","256","","","0.1","0.01","true","0.73486328125","2.323544979095459","0.9951035976409912","0.4927785992622375","","","","","0.00003455510886851698","[0.00003455524711171165,0.0000345549633493647]","","","","0.74072265625","161","1296","0.5769825577735901","25","208","","","","","","","","","","","","","321","","","","","","","","","","","","","0.00004615387297235429","0.9999538660049438","0.00008065103611443192","0.999919295310974","{""_type"":""histogram"",""bins"":[4.98522638281429e-7,0.000009972013685910497,0.0000194455060409382,0.0000289189974864712,0.0000383924889320042,0.000047865978558547795,0.0000573394718230702,0.0000668129650875926,0.00007628645107615739,0.0000857599443406798,0.0000952334376052022,0.0001047069308697246,0.00011418041685828939,0.0001236539101228118,0.00013312739611137658,0.0001426008966518566,0.0001520743826404214,0.00016154786862898618,0.0001710213691694662,0.000180494855158031,0.000189968355698511,0.0001994418416870758,0.00020891532767564058,0.0002183888282161206,0.0002278623142046854,0.00023733580019325018,0.0002468093007337302,0.0002562828012742102,0.0002657562727108598,0.0002752297732513398,0.0002847032737918198,0.00029417674522846937,0.0003036502457689494],""values"":[19,49,84,78,68,66,45,37,22,16,3,4,5,4,2,0,0,0,2,2,0,0,1,2,0,0,2,0,0,0,0,1]}","0.74072265625","0.70068359375","","","",""
