"Name","Runtime","Notes","State","Tags","beta1","beta2","catch_dropout","early_stopping_patience","evaluation_steps","insert_dropout","learning_rate","output_dir","param_config_id","seed","weight_decay","accuracy","avg_grad_diff_all_classes","avg_grad_diff_per_class","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","epoch","eval_loss","eval_p_max","eval_p_var","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","accuracy_mm","eval_loss_mm","eval_p_max_mm","eval_p_var_mm"
"16_modded_base_sweep_00_modded/run_45","1494","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_45","pcid_0475","1","0.01","0.7512355848434926","0.008227027952671051","[0.008227027952671051,0.008227028883993626]","0.7519677832692659","149","1200","0.5849001407623291","7","64","169","1.7461597919464111","0.9903348684310912","0.4855688214302063","","","","0.00021491492225322872","0.9997851848602296","0.02076280489563942","0.996876060962677","","","",""
"16_modded_base_sweep_00_modded/run_44","550","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_44","pcid_0474","3","0.01","0.6073585941790225","0.03805623948574066","[0.03805624321103096,0.03805623948574066]","0.638293977667948","43","352","0.6449119448661804","39","320","63","0.9319427013397216","0.8677054047584534","0.29814520478248596","","","","0.07027475535869598","0.9335169196128844","0.0820595994591713","0.9282811284065248","","","",""
"16_modded_base_sweep_00_modded/run_43","616","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_43","pcid_0474","2","0.01","0.7287204832509611","0.033480748534202576","[0.033480748534202576,0.033480748534202576]","0.7296357312831777","47","384","0.5898759365081787","23","192","67","0.8187938332557678","0.9328048825263976","0.390730082988739","","","","0.022513948380947113","0.9777538776397704","0.07461854070425034","0.9582962989807128","","","",""
"16_modded_base_sweep_00_modded/run_42","1022","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_42","pcid_0474","1","0.01","0.7353102690829215","0.015593111515045166","[0.015593111515045166,0.015593111515045166]","0.7360424675086948","95","768","0.5825554132461548","25","208","115","0.9700308442115784","0.9602517485618592","0.43476933240890503","","","","0.01282762736082077","0.9873040914535522","0.03528670594096184","0.9789913296699524","","","",""
"16_modded_base_sweep_00_modded/run_41","401","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_41","pcid_0473","3","0.01","0.5795350539996339","0.01028822921216488","[0.010288228280842304,0.010288230143487452]","0.6280431997071206","25","208","0.652073323726654","25","208","45","1.481191873550415","0.939657986164093","0.407166987657547","","","","0.013297214172780514","0.9868117570877076","0.018730483949184418","0.9819000363349916","","","",""
"16_modded_base_sweep_00_modded/run_40","636","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_40","pcid_0473","2","0.01","0.7371407651473549","0.008869224227964878","[0.008869222365319729,0.008869227021932602]","0.7386051619989017","49","400","0.5817335844039917","17","144","69","1.0844104290008545","0.96944922208786","0.4512806236743927","","","","0.005052694119513035","0.9949606657028198","0.02002350613474846","0.9898536801338196","","","",""
"16_modded_base_sweep_00_modded/run_39","495","-","finished","modded","0.9","0.999","0","10","16","0.2","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_39","pcid_0473","1","0.01","0.7340289218378181","0.012868470512330532","[0.012868469581007956,0.012868470512330532]","0.736591616328025","35","288","0.5830674171447754","17","144","55","0.9698960781097412","0.9591843485832214","0.43400272727012634","","","","0.013266007415950298","0.9868476390838624","0.03291451930999756","0.9806765913963318","","","",""
"16_modded_base_sweep_00_modded/run_38","399","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_38","pcid_0472","3","0.01","0.5745927146256635","0.005147350952029228","[0.005147350952029228,0.005147350486367941]","0.6284092989200073","25","208","0.661016047000885","23","192","45","1.7217589616775513","0.9549846053123474","0.4308952987194062","","","","0.006862924434244633","0.9931650161743164","0.00966990366578102","0.99048513174057","","","",""
"16_modded_base_sweep_00_modded/run_37","348","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_37","pcid_0472","2","0.01","0.7309170785282811","0.021435964852571487","[0.021435962989926335,0.021435964852571487]","0.7314662273476112","17","144","0.5861947536468506","15","128","37","0.8956168293952942","0.949163854122162","0.4170009195804596","","","","0.0141744464635849","0.9859322905540466","0.05285833775997162","0.972970485687256","","","",""
"16_modded_base_sweep_00_modded/run_36","533","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_36","pcid_0472","1","0.01","0.7362255171151382","0.009609267115592957","[0.009609268046915531,0.009609266184270382]","0.7378729635731284","39","320","0.5855369567871094","13","112","59","1.0743759870529177","0.9681997299194336","0.4498707056045532","","","","0.0065090954303741455","0.993513524532318","0.023224271833896637","0.9888978004455566","","","",""
"16_modded_base_sweep_00_modded/run_35","350","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_35","pcid_0471","3","0.01","0.5855756910122644","0.0015485738404095173","[0.0015485758194699883,0.0015485717449337244]","0.6370126304228446","19","160","0.6636123657226562","15","128","39","2.046643018722534","0.9682886004447936","0.4519522786140442","","","","0.0020307786762714386","0.9979718327522278","0.0031266589649021626","0.996890425682068","","","",""
"16_modded_base_sweep_00_modded/run_34","776","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_34","pcid_0471","2","0.01","0.7428153029470986","0.0012158409226685762","[0.0012158418539911509,0.0012158401077613237]","0.7435475013728721","65","528","0.5998243093490601","13","112","85","1.372480392456055","0.9815157651901244","0.4720465540885926","","","","0.0009939571609720588","0.9990065693855286","0.002135385060682893","0.9978725910186768","","","",""
"16_modded_base_sweep_00_modded/run_33","877","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_33","pcid_0471","1","0.01","0.7481237415339557","0.004976777825504541","[0.0049767764285206795,0.004976779222488403]","0.7494050887790591","79","640","0.5717844367027283","11","96","99","1.4664798974990845","0.98513525724411","0.4775201976299286","","","","0.0007248379988595843","0.9992754459381104","0.012206099927425385","0.9974271059036256","","","",""
"16_modded_base_sweep_00_modded/run_32","329","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_32","pcid_0470","3","0.01","0.6104704374885594","0.0005044341669417918","[0.0005044345743954182,0.0005044337594881654]","0.6384770272743914","17","144","0.6626563668251038","11","96","37","2.14680552482605","0.9708147048950196","0.4568542242050171","","","","0.0006756629445590079","0.9993245601654052","0.001127882627770305","0.9988734722137452","","","",""
"16_modded_base_sweep_00_modded/run_31","903","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_31","pcid_0470","2","0.01","0.7440966501922021","0.004930755123496056","[0.004930754657834768,0.0049307565204799175]","0.7453779974373055","79","640","0.5887739658355713","7","64","99","1.6670947074890137","0.9884647130966188","0.48233234882354736","","","","0.00028345934697426856","0.999716579914093","0.025602078065276142","0.9986767172813416","","","",""
"16_modded_base_sweep_00_modded/run_30","544","-","finished","modded","0.9","0.999","0","10","16","0.2","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_30","pcid_0470","1","0.01","0.7510525352370493","0.004374542273581028","[0.004374541807919741,0.004374541342258453]","0.7521508328757093","41","336","0.5831026434898376","7","64","61","1.480566382408142","0.9862687587738036","0.47903844714164734","","","","0.0005944832228124142","0.9994057416915894","0.01955143921077251","0.9988239407539368","","","",""
"16_modded_base_sweep_00_modded/run_29","565","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_29","pcid_0469","3","0.01","0.628775398132894","0.017307907342910767","[0.017307907342910767,0.017307907342910767]","0.642504118616145","45","368","0.6493806838989258","37","304","65","0.9827978610992432","0.8892852663993835","0.33316609263420105","","","","0.038280680775642395","0.9629172086715698","0.04856394603848457","0.9535220265388488","","","",""
"16_modded_base_sweep_00_modded/run_28","669","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_28","pcid_0469","2","0.01","0.7259747391543108","0.01528494618833065","[0.0152849443256855,0.0152849480509758]","0.7323814753798279","53","432","0.5825738906860352","23","192","73","0.8664191365242004","0.9400447607040404","0.40354374051094055","","","","0.020754823461174965","0.9811918139457704","0.0367213636636734","0.967538595199585","","","",""
"16_modded_base_sweep_00_modded/run_27","831","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_27","pcid_0469","1","0.01","0.7342119714442614","0.00923418626189232","[0.009234188124537468,0.00923418439924717]","0.736591616328025","73","592","0.5901143550872803","21","176","93","0.9289038181304932","0.9529017806053162","0.4240926802158356","","","","0.01359583716839552","0.986501157283783","0.024178961291909214","0.9804816246032716","","","",""
"16_modded_base_sweep_00_modded/run_26","399","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_26","pcid_0468","3","0.01","0.6309719934102141","0.0080068064853549","[0.008006802760064602,0.008006810210645199]","0.6565989383122827","25","208","0.6361227631568909","25","208","45","1.2015641927719116","0.9235794544219972","0.3850533664226532","","","","0.013679329305887222","0.9864893555641174","0.020680859684944153","0.97997784614563","","","",""
"16_modded_base_sweep_00_modded/run_25","1278","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_25","pcid_0468","2","0.01","0.7373238147537983","0.0014497542288154364","[0.00144975446164608,0.0014497539959847927]","0.7378729635731284","121","976","0.5858864188194275","17","144","141","1.2992717027664185","0.9780898094177246","0.4660990536212921","","","","0.0016199504025280476","0.9983813166618348","0.0030160245951265097","0.997000813484192","","","",""
"16_modded_base_sweep_00_modded/run_24","514","-","finished","modded","0.9","0.999","0","10","16","0.15","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_24","pcid_0468","1","0.01","0.7345780706571481","0.004870189353823662","[0.004870189353823662,0.0048701888881623745]","0.7362255171151382","37","304","0.585806667804718","15","128","57","0.993362307548523","0.960541009902954","0.4368971884250641","","","","0.008976837620139122","0.9910733103752136","0.013060586526989937","0.9871689677238464","","","",""
"16_modded_base_sweep_00_modded/run_23","382","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_23","pcid_0467","3","0.01","0.6243822075782537","0.005679840222001076","[0.005679842084646225,0.0056798383593559265]","0.6490939044481054","23","192","0.6484546065330505","21","176","43","1.3803011178970337","0.9388203024864196","0.4080485701560974","","","","0.008474398404359818","0.9916048645973206","0.01319405622780323","0.987112522125244","","","",""
"16_modded_base_sweep_00_modded/run_22","935","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_22","pcid_0467","2","0.01","0.7378729635731284","0.0012724788393825293","[0.0012724795378744602,0.0012724781408905983]","0.738239062786015","83","672","0.5958105325698853","15","128","103","1.2860007286071775","0.9781161546707152","0.4658730924129486","","","","0.0017322349594905972","0.998269259929657","0.0029188874177634716","0.9970893263816832","","","",""
"16_modded_base_sweep_00_modded/run_21","409","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_21","pcid_0467","1","0.01","0.7332967234120447","0.007580915465950966","[0.0075809163972735405,0.007580914534628391]","0.7369577155409116","25","208","0.578904390335083","15","128","45","0.9809916019439696","0.9592481255531312","0.43484267592430115","","","","0.010391514748334885","0.989717423915863","0.021095378324389458","0.9852240085601808","","","",""
"16_modded_base_sweep_00_modded/run_20","363","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_20","pcid_0466","3","0.01","0.6183415705656233","0.0011862909886986015","[0.0011862909886986015,0.001186290755867958]","0.647812557203002","21","176","0.6727501153945923","13","112","41","1.82495379447937","0.9609224796295166","0.4426887333393097","","","","0.0016786758787930012","0.9983227849006652","0.0027698844205588102","0.9972379207611084","","","",""
"16_modded_base_sweep_00_modded/run_19","795","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_19","pcid_0466","2","0.01","0.7446457990115322","0.0005415799096226692","[0.0005415803170762956,0.0005415794439613819]","0.7453779974373055","67","544","0.5720453262329102","11","96","87","1.4598273038864136","0.9833739399909972","0.4744771420955658","","","","0.0006892257370054722","0.9993109703063964","0.001197832520119846","0.998803436756134","","","",""
"16_modded_base_sweep_00_modded/run_18","441","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_18","pcid_0466","1","0.01","0.7442796997986454","0.002555358922109008","[0.002555362414568662,0.002555355429649353]","0.7492220391726158","29","240","0.5760816931724548","11","96","49","1.1925605535507202","0.974121868610382","0.4605460166931152","","","","0.0023667821660637856","0.9976361989974976","0.005556612275540829","0.9958392381668092","","","",""
"16_modded_base_sweep_00_modded/run_17","312","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_17","pcid_0465","3","0.01","0.6214534138751602","0.0003533868002705276","[0.0003533897106535733,0.00035338386078365147]","0.6393922753066081","15","128","0.6541287302970886","11","96","35","2.069983959197998","0.9688633680343628","0.4538765847682953","","","","0.0006109763053245842","0.9993891716003418","0.0009458028362132608","0.9990548491477966","","","",""
"16_modded_base_sweep_00_modded/run_16","828","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_16","pcid_0465","2","0.01","0.7580084202818964","0.00030205739312805235","[0.00030205672373995185,0.0003020580916199833]","0.7583745194947831","71","576","0.5722202658653259","7","64","91","1.5781234502792358","0.9890947341918944","0.48313042521476746","","","","0.0002694008289836347","0.9997305870056152","0.0005595611874014139","0.9994433522224426","","","",""
"16_modded_base_sweep_00_modded/run_15","565","-","finished","modded","0.9","0.999","0","10","16","0.15","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_15","pcid_0465","1","0.01","0.7517847336628226","0.0003652625309769064","[0.00036526162875816226,0.0003652634331956506]","0.7541643785465861","43","352","0.5742294788360596","7","64","63","1.4760830402374268","0.9844847321510316","0.4769433438777923","","","","0.0004895475576631725","0.999510645866394","0.0008385508554056287","0.9991636872291564","","","",""
"16_modded_base_sweep_00_modded/run_14","1529","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_14","pcid_0464","3","0.01","0.6994325462200256","0.002770882099866867","[0.002770882798358798,0.0027708811685442924]","0.7012630422844591","159","1280","0.6598485708236694","31","256","179","1.138642191886902","0.9424095153808594","0.4139347374439239","","","","0.004879462532699108","0.9951369762420654","0.007380085065960884","0.9926775693893432","","","",""
"16_modded_base_sweep_00_modded/run_13","612","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_13","pcid_0464","2","0.01","0.7358594179022515","0.011079560033977032","[0.011079560965299606,0.011079559102654455]","0.7371407651473549","47","384","0.5827306509017944","23","192","67","0.8222565054893494","0.933571994304657","0.3951705992221832","","","","0.024156944826245308","0.9791271090507508","0.03837967664003372","0.972733199596405","","","",""
"16_modded_base_sweep_00_modded/run_12","595","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_12","pcid_0464","1","0.01","0.7221306974190006","0.011293916031718254","[0.01129391510039568,0.011293917894363403]","0.729818780889621","47","384","0.5862633585929871","21","176","67","0.8552417159080505","0.93513160943985","0.3956513106822967","","","","0.032201021909713745","0.9781218767166138","0.04326208680868149","0.9702168107032776","","","",""
"16_modded_base_sweep_00_modded/run_11","546","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_11","pcid_0463","3","0.01","0.6941241076331686","0.0023100690450519323","[0.0023100704420357943,0.002310067880898714]","0.6965037525169321","43","352","0.6447439193725586","21","176","63","1.147587537765503","0.9399871826171876","0.4106186628341675","","","","0.005174121353775263","0.9948450326919556","0.007265076972544193","0.992772936820984","","","",""
"16_modded_base_sweep_00_modded/run_10","509","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_10","pcid_0463","2","0.01","0.7409848068826652","0.0033671818673610687","[0.0033671814016997814,0.0033671827986836433]","0.7411678564891085","35","288","0.5869752168655396","15","128","55","0.9770057797431946","0.9585235118865968","0.43487176299095154","","","","0.006184767000377178","0.9938361048698424","0.009264081716537476","0.9908342361450196","","","",""
"16_modded_base_sweep_00_modded/run_09","889","-","finished","modded","0.9","0.999","0","10","16","0.1","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_09","pcid_0463","1","0.01","0.7375068643602416","0.000956944888457656","[0.0009569451212882996,0.0009569447138346732]","0.7389712612117884","81","656","0.5807285904884338","15","128","101","1.214494705200195","0.973960280418396","0.4596218764781952","","","","0.0023199908901005983","0.997682809829712","0.003151989309117198","0.9968544244766236","","","",""
"16_modded_base_sweep_00_modded/run_08","496","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_08","pcid_0462","3","0.01","0.6977850997620355","0.00263465428724885","[0.002634655684232712,0.0026346524246037006]","0.7019952407102324","37","304","0.6258803606033325","19","160","57","1.151991844177246","0.944954514503479","0.4169214367866516","","","","0.004622526932507753","0.995397448539734","0.006885564886033535","0.9931912422180176","","","",""
"16_modded_base_sweep_00_modded/run_07","660","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_07","pcid_0462","2","0.01","0.7446457990115322","0.001501297578215599","[0.0015012959484010937,0.0015012993244454265]","0.7448288486179755","53","432","0.5778730511665344","15","128","73","1.1337789297103882","0.969415009021759","0.45344454050064087","","","","0.0025785828474909067","0.9974249005317688","0.004015871323645115","0.9960042238235474","","","",""
"16_modded_base_sweep_00_modded/run_06","507","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_06","pcid_0462","1","0.01","0.7342119714442614","0.0020470614545047283","[0.002047059359028935,0.002047063549980521]","0.7354933186893649","37","304","0.5901708602905273","15","128","57","1.097965955734253","0.9660102725028992","0.4468678832054138","","","","0.004706512670964003","0.9953048825263976","0.006464686710387468","0.9935849905014038","","","",""
"16_modded_base_sweep_00_modded/run_05","429","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_05","pcid_0461","3","0.01","0.7014460918909025","0.0008321171626448631","[0.0008321180939674377,0.0008321162313222885]","0.7060223320519861","29","240","0.6651213765144348","13","112","49","1.3772342205047607","0.961645245552063","0.44253358244895935","","","","0.00156866863835603","0.998432755470276","0.002344155916944146","0.9976602792739868","","","",""
"16_modded_base_sweep_00_modded/run_04","451","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_04","pcid_0461","2","0.01","0.7442796997986454","0.0008387979469262064","[0.0008387964917346835,0.0008387994021177292]","0.7461101958630789","29","240","0.571462869644165","11","96","49","1.203378200531006","0.974402904510498","0.4608381390571594","","","","0.0017290236428380013","0.9982725977897644","0.002485231962054968","0.9975192546844482","","","",""
"16_modded_base_sweep_00_modded/run_03","572","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_03","pcid_0461","1","0.01","0.742449203734212","0.000916945340577513","[0.0009169448167085648,0.0009169458062388004]","0.7433644517664287","45","368","0.5859684944152832","11","96","65","1.3344560861587524","0.9795815944671632","0.46868643164634705","","","","0.0010642310371622443","0.9989362955093384","0.0019854188431054354","0.9980594515800476","","","",""
"16_modded_base_sweep_00_modded/run_02","325","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_02","pcid_0460","3","0.01","0.6730734028921838","0.00030288586276583374","[0.0003028860373888165,0.000302885688142851]","0.6846055280981146","17","144","0.6815857291221619","9","80","37","1.7010666131973269","0.9652972221374512","0.4488283693790436","","","","0.0005611833767034113","0.999439001083374","0.0008515079971402884","0.999148964881897","","","",""
"16_modded_base_sweep_00_modded/run_01","394","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_01","pcid_0460","2","0.01","0.7521508328757093","0.00031772482907399535","[0.0003177233738824725,0.0003177262842655182]","0.7536152297272561","23","192","0.5768922567367554","7","64","43","1.3368396759033203","0.9819775819778442","0.4724578261375427","","","","0.0008015960920602083","0.9991987347602844","0.0010874788276851175","0.9989133477211","","","",""
"16_modded_base_sweep_00_modded/run_00","495","-","finished","modded","0.9","0.999","0","10","16","0.1","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_00","pcid_0460","1","0.01","0.7428153029470986","0.0002130830253008753","[0.00021308129362296313,0.0002130847715307027]","0.7439136005857587","41","336","0.5859240889549255","7","64","61","1.4764597415924072","0.9811103940010072","0.4721730649471283","","","","0.0004820514004677534","0.9995181560516356","0.0006750840693712234","0.999325394630432","","","",""
