"Name","Runtime","Notes","State","Tags","beta1","beta2","catch_dropout","early_stopping_patience","evaluation_steps","insert_dropout","learning_rate","output_dir","param_config_id","seed","weight_decay","accuracy","avg_grad_diff_all_classes","avg_grad_diff_per_class","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","epoch","eval_loss","eval_p_max","eval_p_var","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","accuracy_mm","eval_loss_mm","eval_p_max_mm","eval_p_var_mm"
"16_modded_base_sweep_01_modded/run_07","413","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_07","pcid_0492","2","0.01","0.7345780706571481","0.0005821841186843812","[0.0005821859231218696,0.0005821823724545538]","0.7367746659344683","25","208","0.5993443727493286","13","112","45","1.0482070446014404","0.9596728086471558","0.4381139576435089","","","","0.004637500271201134","0.9953745007514954","0.005033905617892742","0.99498051404953","","","",""
"16_modded_base_sweep_01_modded/run_06","634","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_06","pcid_0492","1","0.01","0.7256086399414241","0.0002523793373256922","[0.0002523783768992871,0.0002523803268559277]","0.7265238879736409","53","432","0.5962631106376648","13","112","73","1.2106590270996094","0.9682326912879944","0.4505752623081207","","","","0.002246273448690772","0.9977563619613647","0.0024232410360127687","0.9975798726081848","","","",""
"16_modded_base_sweep_01_modded/run_05","504","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_05","pcid_0491","3","0.01","0.6899139666849716","0.00020933846826665103","[0.00020933710038661957,0.0002093398361466825]","0.6928427603880651","39","320","0.6761195659637451","13","112","59","1.4818408489227295","0.9599809050559998","0.44070351123809814","","","","0.0006683553801849484","0.9993318915367126","0.0008666130597703159","0.9991353154182434","","","",""
"16_modded_base_sweep_01_modded/run_04","827","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_04","pcid_0491","2","0.01","0.7435475013728721","0.00006176413444336504","[0.00006176449824124575,0.00006176376336952671]","0.7444627494050888","73","592","0.5800632834434509","9","80","93","1.5277729034423828","0.9827497601509094","0.4744352698326111","","","","0.0004715612740255892","0.9995285868644714","0.0005215396522544324","0.9994786977767944","","","",""
"16_modded_base_sweep_01_modded/run_03","398","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_03","pcid_0491","1","0.01","0.7332967234120447","0.00021045777248218656","[0.0002104586164932698,0.0002104569284711033]","0.7347611202635914","25","208","0.5806231498718262","11","96","45","1.1871484518051147","0.9687989950180054","0.45194610953330994","","","","0.0018232630100101233","0.9981785416603088","0.001966108800843358","0.9980359077453612","","","",""
"16_modded_base_sweep_01_modded/run_02","452","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_02","pcid_0490","3","0.01","0.653670144609189","0.00005116125612403266","[0.000051164392061764374,0.000051158123824279755]","0.6604429800475929","33","272","0.6916195154190063","9","80","53","1.8310226202011108","0.9626268744468688","0.44534504413604736","","","","0.0002492049534339458","0.999750792980194","0.00029679323779419065","0.9997032284736632","","","",""
"16_modded_base_sweep_01_modded/run_01","593","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_01","pcid_0490","2","0.01","0.7397034596375618","0.00003725726855918765","[0.00003725520946318284,0.00003725933129317127]","0.7402526084568918","47","384","0.5767455101013184","7","64","67","1.6542209386825562","0.9853070974349976","0.47815439105033875","","","","0.00031912760459817946","0.9996809363365172","0.0003455174737609923","0.9996545314788818","","","",""
"16_modded_base_sweep_01_modded/run_00","353","-","finished","modded","0.9","0.999","0","10","16","0.02","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_01_modded/run_00","pcid_0490","1","0.01","0.736591616328025","0.00007994780025910586","[0.00007995104533620179,0.00007994454790605232]","0.7391543108182317","23","192","0.5793786644935608","7","64","43","1.3440476655960083","0.9730066061019896","0.45978018641471863","","","","0.0007637616945430636","0.999236524105072","0.0008122519357129931","0.9991880655288696","","","",""
"16_modded_base_sweep_00_modded/run_59","554","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_59","pcid_0479","3","0.01","0.581182500457624","0.12492238730192184","[0.12492237985134123,0.12492237985134123]","0.6509244005125389","43","352","0.6473104953765869","43","352","63","0.9115920066833496","0.8445286154747009","0.26140376925468445","","","","0.14588502049446106","0.8837170004844666","0.12888860702514648","0.904331922531128","","","",""
"16_modded_base_sweep_00_modded/run_58","672","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_58","pcid_0479","2","0.01","0.7274391360058576","0.05511981248855591","[0.05511981248855591,0.05511981248855591]","0.7289035328574044","53","432","0.5832467079162598","25","208","73","0.8291417360305786","0.9354918599128724","0.3949217796325683","","","","0.023302121087908745","0.9769976139068604","0.11517706513404846","0.9497528076171876","","","",""
"16_modded_base_sweep_00_modded/run_57","1185","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_57","pcid_0479","1","0.01","0.7375068643602416","0.031225912272930145","[0.031225914135575294,0.031225908547639847]","0.7376899139666849","113","912","0.5861541628837585","25","208","133","0.9928655624389648","0.9641664028167723","0.4419602155685425","","","","0.011037036776542664","0.9890257120132446","0.07029963284730911","0.973438560962677","","","",""
"16_modded_base_sweep_00_modded/run_56","416","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_56","pcid_0478","3","0.01","0.5617792421746294","0.0266343355178833","[0.02663433365523815,0.0266343392431736]","0.6337177375068643","27","224","0.6593731045722961","25","208","47","1.5669174194335938","0.9455064535140992","0.4146495163440704","","","","0.02046913281083107","0.980318009853363","0.024294588714838028","0.978995442390442","","","",""
"16_modded_base_sweep_00_modded/run_55","707","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_55","pcid_0478","2","0.01","0.733479773018488","0.02578166499733925","[0.025781668722629547,0.0257816631346941]","0.7338458722313747","57","464","0.5887600183486938","17","144","77","1.075039982795715","0.9690918922424316","0.4498891532421112","","","","0.005728601943701506","0.994288682937622","0.061049506068229675","0.9826337695121764","","","",""
"16_modded_base_sweep_00_modded/run_54","1761","-","finished","modded","0.9","0.999","0","10","16","0.25","0.000008","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_54","pcid_0478","1","0.01","0.7481237415339557","0.007422142662107944","[0.007422139868140221,0.007422145456075668]","0.7484898407468424","179","1440","0.5790613889694214","17","144","199","1.2942620515823364","0.9831283688545228","0.47345298528671265","","","","0.0018374727806076407","0.9981642961502076","0.020515408366918564","0.994975209236145","","","",""
"16_modded_base_sweep_00_modded/run_53","402","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_53","pcid_0477","3","0.01","0.553725059491122","0.01601858250796795","[0.0160185806453228,0.016018584370613098]","0.6412227713710416","25","208","0.6590694189071655","25","208","45","1.948941111564636","0.9650318026542664","0.4456584751605987","","","","0.011382997035980225","0.9890328049659728","0.014268243685364723","0.9911915063858032","","","",""
"16_modded_base_sweep_00_modded/run_52","1054","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_52","pcid_0477","2","0.01","0.7360424675086948","0.00867901835590601","[0.008679021149873734,0.008679015561938286]","0.7376899139666849","95","768","0.5945894122123718","15","128","115","1.2942403554916382","0.9801286458969116","0.4686645269393921","","","","0.0020730909891426563","0.9979291558265686","0.022131556645035744","0.993721604347229","","","",""
"16_modded_base_sweep_00_modded/run_51","1371","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00001","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_51","pcid_0477","1","0.01","0.748306791140399","0.010669308714568617","[0.01066930778324604,0.01066930964589119]","0.7490389895661724","135","1088","0.5845776200294495","15","128","155","1.3505094051361084","0.9843780398368835","0.4757707715034485","","","","0.0013808466028422115","0.9986202120780944","0.031771667301654816","0.994863510131836","","","",""
"16_modded_base_sweep_00_modded/run_50","329","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_50","pcid_0476","3","0.01","0.5773384587223137","0.009128320962190628","[0.009128320962190628,0.009128320962190628]","0.6243822075782537","17","144","0.6573483347892761","17","144","37","2.2941789627075195","0.9755693674087524","0.4629620015621186","","","","0.00839904323220253","0.9951291680336","0.005365589167922735","0.9951386451721193","","","",""
"16_modded_base_sweep_00_modded/run_49","351","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_49","pcid_0476","2","0.01","0.7400695588504485","0.019420787692070007","[0.019420791417360302,0.019420785829424855]","0.742449203734212","17","144","0.6047825217247009","11","96","37","1.0744330883026123","0.9697182178497314","0.451613187789917","","","","0.005279043223708868","0.9947357773780824","0.04467712715268135","0.9855127930641174","","","",""
"16_modded_base_sweep_00_modded/run_48","1753","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00002","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_48","pcid_0476","1","0.01","0.7519677832692659","0.0026211824733763933","[0.002621183404698968,0.0026211817748844624]","0.7519677832692659","199","1600","0.5702137351036072","11","96","199","1.5448086261749268","0.9878427386283876","0.4815775752067566","","","","0.0004769011284224689","0.9995232224464417","0.00674672843888402","0.9986609816551208","","","",""
"16_modded_base_sweep_00_modded/run_47","365","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_47","pcid_0475","3","0.01","0.5941790225151016","0.005764244124293327","[0.005764242727309465,0.005764244124293327]","0.6203551162365001","21","176","0.6769098043441772","11","96","41","2.349367618560791","0.974830150604248","0.4627523124217987","","","","0.0008530571358278394","0.999151885509491","0.02235063724219799","0.9978023767471312","","","",""
"16_modded_base_sweep_00_modded/run_46","995","-","finished","modded","0.9","0.999","0","10","16","0.25","0.00004","/home/lange/fantastic-umbrella/runs/16_modded_base_sweep_00_modded/run_46","pcid_0475","2","0.01","0.7451949478308622","0.006834442727267742","[0.006834443658590317,0.0068344417959451675]","0.7473915431081823","89","720","0.6005608439445496","7","64","109","1.618571400642395","0.9876404404640198","0.4810025095939636","","","","0.000344794214470312","0.9996551871299744","0.014233206398785114","0.9960179328918456","","","",""
